Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),detail_specs_html_path,gpu_model,gpu_class
ACER Gaming Nitro V 15 Propanel Anv15 41 R7cr R5 7535hs,acer,AMD,Ryzen 5,7735.0,4.55,16.0,DDR5,,512.0,15.6,1920x1080,180.0,NVIDIA,2.1,57 Wh 135 W,26990000.0,data/fpt/detail_htmls\acer_19_specs.html,RTX 4050,DISCRETE_GAMING
ACER Swift Go 14 Ai Sfg14 75 5264 Ultra 5 226v,acer,Intel,Core Ultra 5,226.0,4.5,16.0,LPDDR5X,,512.0,14.0,1920x1200,60.0,Intel,1.24,,23990000.0,data/fpt/detail_htmls\acer_20_specs.html,INTEL_GRAPHICS,INTEGRATED
ACER Gaming Nitro V 15 Propanel Anv15 41 R0y4 R7 7735hs,acer,AMD,Ryzen 7,7735.0,4.75,16.0,DDR5,,512.0,15.6,1920x1080,180.0,AMD,2.1,57 Wh 135 W,28990000.0,data/fpt/detail_htmls\acer_21_specs.html,RTX 4050,DISCRETE_GAMING
ACER Aspire 7 A715 76 728x I7 12650h,acer,Intel,Core I7,12650.0,3.5,16.0,DDR4,,512.0,15.6,1920x1080,60.0,,2.1,,20190000.0,data/fpt/detail_htmls\acer_22_specs.html,UNKNOWN,UNKNOWN
ACER Swift Lite 14 Ai Sfl14 51m 78xz U7 155u,acer,Intel,Core Ultra 7,155.0,3.8,16.0,DDR5,,512.0,14.0,1920x1200,60.0,Intel,1.27,3 Cell,22590000.0,data/fpt/detail_htmls\acer_23_specs.html,INTEL_GRAPHICS,INTEGRATED
MSI Venture A15 Ai A2hmg 003vn R7 260,msi,AMD,Ryzen 7,260.0,5.1,16.0,DDR5,5600.0,512.0,15.6,1920x1080,144.0,AMD,1.9,55.2 WHrs 90 W,22490000.0,data/fpt/detail_htmls\msi_0_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
MSI Modern 15 H Ai C2hmg 220vn Ultra 7 255h,msi,Intel,Ultra 7,255.0,5.1,16.0,DDR5,5600.0,512.0,15.6,1920x1080,60.0,Intel,1.9,39.3 Whr 90 W,22490000.0,data/fpt/detail_htmls\msi_4_specs.html,INTEL_GRAPHICS,INTEGRATED
MSI Modern 14 F13mg 466vn I5 1334u,msi,Intel,Core I5,1334.0,4.6,16.0,DDR4,3200.0,512.0,14.0,1920x1080,60.0,Intel,1.5,46.8 Whr 65 W,14990000.0,data/fpt/detail_htmls\msi_3_specs.html,INTEL_IRIS_XE,INTEGRATED
MSI Gaming Thin 15 B13uc 3247vn I5 13420h,msi,Intel,Core I5,13420.0,4.6,16.0,DDR4,3200.0,512.0,15.6,1920x1080,144.0,NVIDIA,1.86,52 Whr 120 W,20590000.0,data/fpt/detail_htmls\msi_1_specs.html,RTX 3050,DISCRETE_GAMING
MSI Gaming Katana 15 B13vfk 676vn I7 13620h,msi,Intel,Core I7,13620.0,4.9,16.0,DDR5,5200.0,1024.0,15.6,1920x1080,144.0,NVIDIA,2.25,53.5 Wh 200 W,30390000.0,data/fpt/detail_htmls\msi_2_specs.html,RTX 4060,DISCRETE_GAMING
MSI Gaming Katana 15 B13vek 2415vn,msi,Intel,Core I5,13420.0,4.6,24.0,DDR5,5200.0,512.0,15.6,1920x1080,144.0,Intel,2.25,53.5 Wh 200 W,25090000.0,data/fpt/detail_htmls\msi_5_specs.html,RTX 4050,DISCRETE_GAMING
MSI Gaming Katana 15 B13udxk 2213vn I5 13500h,msi,Intel,Core I5,13500.0,4.7,16.0,DDR5,5600.0,1024.0,15.6,1920x1080,144.0,NVIDIA,2.3,53.5 Whr 180 W,23490000.0,data/fpt/detail_htmls\msi_6_specs.html,RTX 3050,DISCRETE_GAMING
MSI Gaming Katana 15 B13udxk 2410vn I5 13420h,msi,Intel,Core I5,13420.0,4.6,16.0,DDR5,5200.0,512.0,15.6,1920x1080,144.0,Intel,2.25,53.5 Wh 180 W,22490000.0,data/fpt/detail_htmls\msi_7_specs.html,RTX 3050,DISCRETE_GAMING
MSI Gaming Katana 15 B13udxk 2412vn I5 13420h,msi,Intel,Core I5,13420.0,4.9,16.0,DDR5,5200.0,1024.0,15.6,1920x1080,144.0,NVIDIA,2.25,53.5 Wh 200 W,22490000.0,data/fpt/detail_htmls\msi_8_specs.html,RTX 3050,DISCRETE_GAMING
MSI Gaming Thin 15 B13uc 2081vn I5 13420h,msi,Intel,Core I5,13420.0,4.6,16.0,DDR4,3200.0,512.0,15.6,1920x1080,144.0,NVIDIA,1.86,52.4 Wh 120 W,20590000.0,data/fpt/detail_htmls\msi_9_specs.html,RTX 3050,DISCRETE_GAMING
MSI Gaming Katana 15 B13udxk 2411vn I7 13620h,msi,Intel,Core I7,13620.0,4.9,16.0,DDR5,5200.0,512.0,15.6,1920x1080,144.0,NVIDIA,2.25,53.5 Wh 180 W,24490000.0,data/fpt/detail_htmls\msi_10_specs.html,RTX 3050,DISCRETE_GAMING
MSI Venture A16 Ai A3hmg 017vn RYZEN Ai 7 350,msi,AMD,Ryzen AI 7,350.0,4.6,16.0,DDR5,5600.0,512.0,16.0,2048x1280,120.0,AMD,1.9,75 WHrs 90 W,29390000.0,data/fpt/detail_htmls\msi_11_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
MSI Modern 15 F13mg 666vn I5 1334u,msi,Intel,Core I5,1334.0,4.6,16.0,DDR4,3200.0,512.0,15.6,1920x1080,60.0,Intel,1.7,46.8 Whr 65 W,15190000.0,data/fpt/detail_htmls\msi_13_specs.html,INTEL_IRIS_XE,INTEGRATED
MSI Gaming Thin15 B13uc 2044vn I7 13620h,msi,Intel,Core I7,13620.0,4.9,16.0,DDR4,3200.0,512.0,15.6,1920x1200,144.0,NVIDIA,1.86,52.4 Wh 120 W,21090000.0,data/fpt/detail_htmls\msi_12_specs.html,RTX 3050,DISCRETE_GAMING
MSI Gaming Katana 15 Hx B14wgk 023vn I7 14650hx,msi,Intel,Core I7,14650.0,5.2,16.0,DDR5,5600.0,1024.0,15.6,2560x1440,165.0,NVIDIA,2.4,75 Wh 240 W,44990000.0,data/fpt/detail_htmls\msi_14_specs.html,RTX 5070,DISCRETE_GAMING
MSI Gaming Cyborg 15 Ai A1vek 245vn Ultra 5 135h,msi,Intel,Core Ultra 5,,1.2,16.0,DDR5,,512.0,16.0,1920x1080,144.0,NVIDIA,1.98,53.5 Wh,24990000.0,data/fpt/detail_htmls\msi_15_specs.html,RTX 4050,DISCRETE_GAMING
MSI Gaming Katana 15 Hx B14wfk 294vn I9 14900hx,msi,Intel,Core I9,14900.0,5.8,16.0,DDR5,5600.0,512.0,15.6,2560x1440,165.0,Intel,2.4,75 Wh 240 W,40990000.0,data/fpt/detail_htmls\msi_16_specs.html,RTX 5060,DISCRETE_GAMING
MSI Gaming Katana 15 Hx B14wfk 267vn I7 14650hx,msi,Intel,Core I7,14650.0,5.2,32.0,DDR5,5600.0,512.0,15.6,2560x1440,165.0,NVIDIA,2.4,75 Wh 240 W,40190000.0,data/fpt/detail_htmls\msi_17_specs.html,RTX 5060,DISCRETE_GAMING
MSI Gaming Katana 15 Hx B14wek 286vn I5 14450hx,msi,Intel,Core I5,14450.0,4.8,16.0,DDR5,5600.0,512.0,15.6,2560x1440,165.0,NVIDIA,2.4,75 Wh 240 W,33690000.0,data/fpt/detail_htmls\msi_18_specs.html,RTX 5050,DISCRETE_GAMING
MSI Gaming Katana 15 Hx B14wek 295vn I9 14900hx,msi,Intel,Core I9,14900.0,5.8,16.0,DDR5,5600.0,512.0,15.6,2560x1440,165.0,Intel,2.4,75 Wh 240 W,38490000.0,data/fpt/detail_htmls\msi_19_specs.html,RTX 5050,DISCRETE_GAMING
MSI Gaming Crosshair 16 Hx D2xwgkg 034vn U7 255hx,msi,Intel,Core Ultra 7,255.0,5.2,16.0,DDR5,6400.0,1024.0,16.0,2560x1600,240.0,NVIDIA,2.5,90 WHrs 240 W,49990000.0,data/fpt/detail_htmls\msi_21_specs.html,RTX 5070,DISCRETE_GAMING
MSI Gaming Vector 16 Hx Ai A2xwig 062vn U9 275hx,msi,Intel,Ultra 9,275.0,5.4,16.0,DDR5,5600.0,1024.0,16.0,2560x1600,240.0,NVIDIA,2.7,90 WHrs 330 W,70590000.0,data/fpt/detail_htmls\msi_22_specs.html,RTX 5080,DISCRETE_GAMING
MSI Gaming Crosshair 16 Hx D2xwfkg 036vn U7 255hx,msi,Intel,Core Ultra 7,255.0,5.2,16.0,DDR5,6400.0,1024.0,16.0,2560x1600,240.0,Intel,2.5,90 WHrs 240 W,44090000.0,data/fpt/detail_htmls\msi_20_specs.html,RTX 5060,DISCRETE_GAMING
MSI Gaming Vector 16 Hx Ai A2xwhg 010vn,msi,Intel,Ultra 7,255.0,5.2,16.0,DDR5,6400.0,512.0,16.0,2560x1600,240.0,NVIDIA,2.7,90 WHrs 330 W,53890000.0,data/fpt/detail_htmls\msi_23_specs.html,RTX 5070,DISCRETE_GAMING
DELL 15 Dc15250 I7 1355u Cph997,dell,Intel,Core I7,1355.0,3.7,16.0,DDR4,2666.0,1024.0,15.6,1920x1080,120.0,Intel,1.65,3 Cell,22990000.0,data/fpt/detail_htmls\dell_2_specs.html,INTEL_UHD,INTEGRATED
DELL 15 Dc15250 I5 1334u 71071928,dell,Intel,Core I5,1334.0,3.4,16.0,DDR4,2666.0,512.0,15.6,1920x1080,120.0,Intel,1.66,3 Cell,19590000.0,data/fpt/detail_htmls\dell_3_specs.html,INTEL_UHD,INTEGRATED
DELL Inspiron 15 3520 I5 1235u,dell,Intel,Core I5,1235.0,4.4,16.0,DDR4,2666.0,512.0,15.6,1920x1080,120.0,Intel,1.9,3 Cell 41 W,16690000.0,data/fpt/detail_htmls\dell_4_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL 15 Dc15255 R5 7530u Dc5r5802w1,dell,AMD,Ryzen 5,7530.0,4.5,16.0,DDR4,,512.0,15.6,1920x1080,120.0,AMD,1.63,,16990000.0,data/fpt/detail_htmls\dell_0_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
DELL Latitude 3450 I5 1335u 16512w Umc,dell,Intel,Core I5,1335.0,4.6,16.0,DDR5,,512.0,14.0,1920x1080,60.0,Intel,1.5,3 Cell 65 W,19590000.0,data/fpt/detail_htmls\dell_1_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL 15 Dc15250 I7 1355u 71073959,dell,Intel,Core I7,1355.0,3.7,16.0,DDR4,2666.0,512.0,15.6,1920x1080,120.0,Intel,1.9,,21990000.0,data/fpt/detail_htmls\dell_5_specs.html,INTEL_UHD,INTEGRATED
DELL Latitude 3450 I7 1355u 16512w,dell,Intel,Core I7,1355.0,4.6,16.0,DDR5,5200.0,512.0,14.0,1920x1080,60.0,Intel,1.5,3 Cell 65 W,25990000.0,data/fpt/detail_htmls\dell_9_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL Inspiron 15 3530 I5 1334un5i5530w1,dell,Intel,Core I5,1334.0,4.6,16.0,DDR4,2666.0,512.0,15.6,1920x1080,120.0,Intel,1.66,3 Cell 65 W,19590000.0,data/fpt/detail_htmls\dell_6_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL Inspiron 15 3530 I7 1355u P16wd,dell,Intel,Core I7,1355.0,5.0,16.0,DDR4,,1024.0,15.6,1920x1080,120.0,Intel,1.716,4 Cell,22990000.0,data/fpt/detail_htmls\dell_7_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL Inspiron 15 3530 I5 1334u I5u165w11slu,dell,Intel,Core I5,1334.0,4.6,16.0,DDR4,,512.0,15.6,1920x1200,120.0,Intel,1.66,,19590000.0,data/fpt/detail_htmls\dell_8_specs.html,INTEL_UHD,INTEGRATED
DELL Inspiron 15 3530 71053721,dell,Intel,Core I7,1355.0,5.0,16.0,DDR4,2666.0,512.0,15.6,1920x1080,60.0,Intel,1.66,4 Cell 54,21990000.0,data/fpt/detail_htmls\dell_10_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL Inspiron 14 5441 X1p 64 100 5mnk1,dell,Qualcomm,Oryon,1.0,3.4,16.0,DDR5,,512.0,14.0,1920x1200,60.0,Qualcomm,1.53,3 Cell,29390000.0,data/fpt/detail_htmls\dell_13_specs.html,QUALCOMM_ADRENO,INTEGRATED_ARM
DELL 15 Dc15250 I5 1334u Cph99,dell,Intel,Core I5,1334.0,3.4,16.0,DDR4,2666.0,512.0,15.6,1920x1080,120.0,Intel,1.66,3 Cell,19590000.0,data/fpt/detail_htmls\dell_11_specs.html,INTEL_UHD,INTEGRATED
DELL 15 Dc15255 R7 7730u X9ym41,dell,AMD,Ryzen 7,7730.0,4.5,16.0,DDR4,3200.0,1024.0,15.6,1920x1080,120.0,AMD,1.9,3 Cell,19990000.0,data/fpt/detail_htmls\dell_14_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
DELL Inspiron 15 3520 I5 1235u 71071952,dell,Intel,Core I5,1235.0,4.4,16.0,DDR4,,512.0,15.6,1920x1080,120.0,Intel,1.9,,16690000.0,data/fpt/detail_htmls\dell_12_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL Inspiron 15 N3530 I7 1355u N5i7305w1,dell,Intel,Core I7,1355.0,5.0,16.0,DDR4,,512.0,15.6,1920x1200,120.0,Intel,1.67,4 Cell,21990000.0,data/fpt/detail_htmls\dell_15_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL Inspiron 15 3520 I5 1235u U165w11slu,dell,Intel,Core I5,1235.0,,16.0,DDR4,2666.0,512.0,15.6,1920x1200,120.0,Intel,1.9,3 Cell,16690000.0,data/fpt/detail_htmls\dell_16_specs.html,INTEL_UHD,INTEGRATED
DELL Inspiron 15 3530 I7 1355un3530 I7u161w11slu Bl,dell,Intel,Core I7,1355.0,5.0,16.0,DDR4,2666.0,512.0,15.6,1920x1080,120.0,Intel,1.66,4 Cell 54 W,21990000.0,data/fpt/detail_htmls\dell_17_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL Inspiron 15 3520 I5 1235u 71061229,dell,Intel,Core I5,1235.0,4.4,16.0,DDR4,2666.0,512.0,15.6,1920x1080,120.0,Intel,1.9,3 Cell 41 W,16690000.0,data/fpt/detail_htmls\dell_18_specs.html,INTEL_UHD,INTEGRATED
DELL Inspiron N3520 I5 1235u I5 1235ui5u165w11blu Fp,dell,Intel,Core I5,1235.0,5.5,16.0,DDR4,,512.0,15.6,1920x1200,120.0,Intel,1.66,3 Cell,16690000.0,data/fpt/detail_htmls\dell_19_specs.html,INTEL_UHD,INTEGRATED
DELL Inspiron 15 3520 I5 1235u I5u165w11blu Fp,dell,Intel,Core I5,1235.0,5.5,16.0,DDR4,,512.0,15.6,1920x1200,120.0,Intel,1.66,4 Cell,16690000.0,data/fpt/detail_htmls\dell_20_specs.html,INTEL_UHD,INTEGRATED
DELL Inspiron 15 3520 I5 1235u 8d10nk,dell,Intel,Core I5,1235.0,4.4,16.0,DDR4,,512.0,15.6,1920x1080,120.0,Intel,1.643,3 Cell,16690000.0,data/fpt/detail_htmls\dell_23_specs.html,INTEL_IRIS_XE,INTEGRATED
DELL Xps 13 9350 Ultra7 258 Vpp9h1,dell,Intel,Core Ultra 7,258.0,4.8,32.0,DDR5,,1024.0,13.4,2560x1600,120.0,Intel,1.21,3 Cell,68990000.0,data/fpt/detail_htmls\dell_21_specs.html,INTEL_GRAPHICS,INTEGRATED
DELL Xps 13 9350 Ultra 5 226v 71058714,dell,Intel,Core 5,226.0,2.1,16.0,DDR5,,1024.0,13.4,2560x1600,120.0,Intel,1.19,,60990000.0,data/fpt/detail_htmls\dell_22_specs.html,INTEL_GRAPHICS,INTEGRATED
Lg Grambook 15u50t Gav56a5 I5 1334u,lg,Intel,Core I5,1334.0,3.4,16.0,DDR4,,512.0,15.6,1920x1080,60.0,Intel,1.7,,15990000.0,data/fpt/detail_htmls\lg_0_specs.html,INTEL_IRIS_XE,INTEGRATED
MACBOOK Air M2 13 2024 8cpu 8gpu 16gb 256gb,macbook,Apple,M2,8.0,2.3,16.0,LPDDR4,,256.0,13.6,2560x1644,60.0,,1.24,22 Giờ,24490000.0,data/fpt/detail_htmls\macbook_2_specs.html,UNKNOWN,UNKNOWN
MACBOOK Pro 14 M5 2025 10cpu 10gpu 16gb 512gb,macbook,Apple,M5,10.0,,16.0,,,512.0,14.2,3024x1964,120.0,Apple,1.55,72.4 Wh,41990000.0,data/fpt/detail_htmls\macbook_4_specs.html,APPLE_GPU,APPLE
MACBOOK Air 13 M4 2025 10cpu 10gpu 16gb 512gb,macbook,Apple,M4,10.0,,16.0,,,512.0,13.6,2560x1644,60.0,,1.24,,31390000.0,data/fpt/detail_htmls\macbook_3_specs.html,UNKNOWN,UNKNOWN
MACBOOK Pro M4 Pro 14 2024 12cpu 16gpu 24gb 512gb,macbook,Apple,M4 Pro,14.0,2.3,24.0,,,512.0,14.2,3024x1964,120.0,Apple,1.61,,51990000.0,data/fpt/detail_htmls\macbook_1_specs.html,APPLE_GPU,APPLE
MACBOOK Air 13 M4 2025 10cpu 8gpu 16gb 256gb,macbook,Apple,M4,10.0,,16.0,,,256.0,13.6,2560x1644,60.0,,1.24,,26490000.0,data/fpt/detail_htmls\macbook_0_specs.html,UNKNOWN,UNKNOWN
MACBOOK Air 15 M4 2025 10cpu 10gpu 16gb 256gb,macbook,Apple,M4,10.0,,16.0,,,256.0,15.3,2880x1864,60.0,,1.51,,31390000.0,data/fpt/detail_htmls\macbook_5_specs.html,UNKNOWN,UNKNOWN
MACBOOK Air 15 M4 2025 10cpu 10gpu 24gb 512gb,macbook,Apple,M4,10.0,,24.0,,,512.0,15.3,2880x1864,60.0,,1.51,,41190000.0,data/fpt/detail_htmls\macbook_7_specs.html,UNKNOWN,UNKNOWN
MACBOOK Air 15 M4 2025 10cpu 10gpu 16gb 512gb,macbook,Apple,M4,10.0,,16.0,,,512.0,15.3,2880x1864,60.0,,1.51,,36290000.0,data/fpt/detail_htmls\macbook_9_specs.html,UNKNOWN,UNKNOWN
MACBOOK Air 13 M4 2025 10cpu 10gpu 24gb 512gb,macbook,Apple,M4,10.0,,24.0,,,512.0,13.6,2560x1644,60.0,Apple,1.24,,36290000.0,data/fpt/detail_htmls\macbook_6_specs.html,APPLE_GPU,APPLE
MACBOOK Pro M4 Pro 16 2024 14cpu 20gpu 24gb 512gb,macbook,Apple,M4 Pro,14.0,,24.0,,,512.0,16.2,3456x2234,120.0,Apple,2.14,22 Giờ,66990000.0,data/fpt/detail_htmls\macbook_8_specs.html,APPLE_GPU,APPLE
MACBOOK Pro M4 Pro 14 2024 14cpu 20gpu 24gb 1tb,macbook,Apple,M4 Pro,14.0,2.3,24.0,,,1024.0,14.2,3024x1964,120.0,Apple,1.61,,61790000.0,data/fpt/detail_htmls\macbook_10_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 2023 M3 Pro 12 Cpu 18 Gpu 18gb 1tb,macbook,Apple,M3 Pro,12.0,2.3,18.0,,,1024.0,14.2,3024x1964,120.0,Apple,1.61,22 Giờ,59990000.0,data/fpt/detail_htmls\macbook_12_specs.html,APPLE_GPU,APPLE
MACBOOK Pro M4 Pro 16 2024 14cpu 20gpu 48gb 512gb,macbook,Apple,M4 Pro,14.0,,48.0,,,512.0,16.2,3456x2234,120.0,Apple,2.14,22 Giờ,76790000.0,data/fpt/detail_htmls\macbook_14_specs.html,APPLE_GPU,APPLE
MACBOOK Air M2 2023 15 Inch,macbook,Apple,M2,8.0,,8.0,,,512.0,15.3,2960x1848,60.0,Apple,1.51,18 Giờ,32890000.0,data/fpt/detail_htmls\macbook_11_specs.html,APPLE_GPU,APPLE
MACBOOK Air 15 M2 2023 8cpu 10gpu 8gb 512gb Sac 70w,macbook,Apple,M2,8.0,,8.0,,,512.0,15.3,2960x1848,60.0,Apple,1.51,18 Giờ,37890000.0,data/fpt/detail_htmls\macbook_13_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 16gb 1tb,macbook,Apple,M5,10.0,,16.0,,,1024.0,14.2,3024x1964,120.0,Apple,1.55,72.4 Wh,46890000.0,data/fpt/detail_htmls\macbook_16_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 24gb 1tb,macbook,Apple,M5,10.0,,24.0,,,1024.0,14.2,3024x1964,120.0,Apple,1.55,72.4 Wh,51790000.0,data/fpt/detail_htmls\macbook_15_specs.html,APPLE_GPU,APPLE
MACBOOK Air M3 13 2024 8cpu 8gpu 16gb 256gb,macbook,Apple,M3,8.0,,16.0,LPDDR4,,256.0,13.6,2560x1644,60.0,,1.24,,27990000.0,data/fpt/detail_htmls\macbook_17_specs.html,UNKNOWN,UNKNOWN
MACBOOK Pro M4 Max 16 2024 16cpu 40gpu 48gb 1tb,macbook,Apple,M4 Max,16.0,,48.0,,,1024.0,16.2,3456x2234,120.0,Apple,2.14,22 Giờ,103690000.0,data/fpt/detail_htmls\macbook_18_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 24gb 512gb,macbook,Apple,M5,10.0,,24.0,,,512.0,14.2,3024x1964,120.0,Apple,1.55,72.4 Wh,46890000.0,data/fpt/detail_htmls\macbook_19_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 24gb 1tb Nano,macbook,Apple,M5,10.0,,24.0,,,1024.0,14.2,3024x1964,120.0,Apple,1.55,72.4 Wh,55390000.0,data/fpt/detail_htmls\macbook_20_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 16gb 512gb Nano,macbook,Apple,M5,10.0,,16.0,,,512.0,14.2,3024x1964,120.0,Apple,1.55,72.4 Wh,45590000.0,data/fpt/detail_htmls\macbook_21_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 16gb 1tb Nano,macbook,Apple,M5,10.0,,16.0,,,1024.0,14.2,3024x1964,120.0,Apple,1.55,72.4 Wh,50490000.0,data/fpt/detail_htmls\macbook_22_specs.html,APPLE_GPU,APPLE
Colorful Rimbook L1 I3 1220p Ca30016512c S E1ad,colorful,Intel,Core I3,1220.0,4.4,16.0,DDR4,3200.0,512.0,15.6,1920x1080,60.0,Intel,1.78,3 Cell 50 W,11290000.0,data/fpt/detail_htmls\colorful_1_specs.html,INTEL_UHD,INTEGRATED
Colorful Rimbook L1 I5 12450h Ce50016512c G E1ac,colorful,Intel,Core I5,12450.0,4.4,16.0,DDR4,3200.0,512.0,15.6,1920x1080,60.0,Intel,1.78,3 Cell 50 W,14290000.0,data/fpt/detail_htmls\colorful_2_specs.html,INTEL_UHD,INTEGRATED
Colorful Rimbook L1 I3 1220p Ca30016512c G E1ac,colorful,Intel,Core I3,1220.0,4.4,16.0,DDR4,,512.0,15.6,1920x1080,60.0,Intel,1.78,3 Cell 50 W,11290000.0,data/fpt/detail_htmls\colorful_0_specs.html,INTEL_UHD,INTEGRATED
GIGABYTE Gaming G6x 9mg I7 13650hx 9rc6l9kghsiix1vn000,gigabyte,Intel,Core I7,13650.0,4.9,16.0,DDR5,4800.0,512.0,16.0,1920x1200,165.0,Intel,2.527,73 Wh 180 W,31210000.0,data/fpt/detail_htmls\gigabyte_0_specs.html,RTX 4060,DISCRETE_GAMING
GIGABYTE Gaming A16 Cwhi3vn864sh I7 13620h,gigabyte,Intel,Core I7,13620.0,4.9,32.0,DDR5,5200.0,1024.0,16.0,1920x1200,165.0,NVIDIA,2.24,4 Cell 150 W,42590000.0,data/fpt/detail_htmls\gigabyte_3_specs.html,RTX 5070,DISCRETE_GAMING
GIGABYTE Gaming G6x 9mg I7 13650hx 9rc6l9mghsiix1vn000,gigabyte,Intel,Core I7,13650.0,4.9,16.0,DDR5,4800.0,512.0,16.0,1920x1200,165.0,Intel,2.531,73 Wh 180 W,29790000.0,data/fpt/detail_htmls\gigabyte_1_specs.html,RTX 4050,DISCRETE_GAMING
GIGABYTE Gaming G6x 9mg I7 13650hx 9rc6l9mghsjix1vn000,gigabyte,Intel,Core I7,13650.0,4.9,16.0,DDR5,4800.0,512.0,16.0,1920x1200,165.0,NVIDIA,2.535,73 Wh 180 W,30720000.0,data/fpt/detail_htmls\gigabyte_2_specs.html,RTX 4050,DISCRETE_GAMING
GIGABYTE Gaming G6x 9kg I7 13650hx 9rc6l9kghsjix1vn000,gigabyte,Intel,Core I7,13650.0,4.9,16.0,DDR5,4800.0,1024.0,16.0,1920x1200,165.0,NVIDIA,2.533,73 Wh 180 W,32190000.0,data/fpt/detail_htmls\gigabyte_4_specs.html,RTX 4060,DISCRETE_GAMING
GIGABYTE Gaming A16 Cmhh2vn893sh I5 13420h,gigabyte,Intel,Core I5,13420.0,4.6,16.0,DDR5,5200.0,512.0,16.0,1920x1200,165.0,NVIDIA,2.2,76 Wh 150 W,24490000.0,data/fpt/detail_htmls\gigabyte_7_specs.html,RTX 4050,DISCRETE_GAMING
GIGABYTE Gaming A16 Cmhi2vn893sh I7 13620h,gigabyte,Intel,Core I7,13620.0,4.9,16.0,DDR5,5200.0,512.0,16.0,1920x1200,165.0,NVIDIA,2.2,76 Wh 150 W,26790000.0,data/fpt/detail_htmls\gigabyte_5_specs.html,RTX 4050,DISCRETE_GAMING
GIGABYTE Gaming A16 Cvhi3vnc93sh I7 13620h,gigabyte,Intel,Core I7,13620.0,4.9,16.0,DDR5,5200.0,512.0,16.0,2560x1600,165.0,NVIDIA,2.27,4 Cell 150 W,35590000.0,data/fpt/detail_htmls\gigabyte_6_specs.html,RTX 5060,DISCRETE_GAMING
GIGABYTE Gaming A16 Cmhi2vn894sh I7 13620h,gigabyte,Intel,Core I7,13620.0,4.9,16.0,DDR5,5200.0,1024.0,16.0,1920x1200,165.0,Intel,2.23,4 Cell 150 W,27780000.0,data/fpt/detail_htmls\gigabyte_8_specs.html,RTX 4050,DISCRETE_GAMING
HP Victus 15 Fb3115ax Bx9c9pa,HP,AMD,Ryzen 7,7445.0,4.7,16.0,DDR5,5600.0,512.0,15.6,1920 x 1080,144.0,NVIDIA,2.29,"4-cell, 70 Wh Li-ion",26990000.0,data/anphat/detail_htmls\hp_0_specs.html,RTX 4050,DISCRETE_GAMING
HP Elitebook 6 G1i Bq9n4pt,HP,Intel,Core Ultra 7,255.0,5.1,16.0,DDR5,5600.0,512.0,14.0,1920 x 1200,,Intel,1.4,3-cell 56Wh,33990000.0,data/anphat/detail_htmls\hp_3_specs.html,INTEL_GRAPHICS,INTEGRATED
HP HP 15 Fd0306tu A2nl7pa,HP,Intel,Core i3,1315.0,4.5,8.0,DDR4,3200.0,256.0,15.6,1920 x 1080,,Intel,1.59,"3-cell, 41 Wh Li-ion",13990000.0,data/anphat/detail_htmls\hp_2_specs.html,INTEL_GRAPHICS,INTEGRATED
HP 250r G9 B93h2at,HP,Intel,Core i5,1334.0,4.6,8.0,DDR4,3200.0,512.0,15.6,1920 x 1080,,Intel,1.74,3-cell 41Wh,17900000.0,data/anphat/detail_htmls\hp_1_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Elitebook 6 G1i Bq9m9pt,HP,Intel,Core Ultra 5,225.0,4.9,16.0,DDR5,5600.0,512.0,14.0,1920 x 1200,,Intel,1.4,3-cell 56Wh,28990000.0,data/anphat/detail_htmls\hp_4_specs.html,INTEL_GRAPHICS,INTEGRATED
