Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),detail_specs_html_path,gpu_model,gpu_class
MACBOOK Pro 14 M5 2025 10cpu 10gpu 24gb 512gb,macbook,apple,M5,10,,24.0,,,512.0,14.2,3024x1964,120.0,apple,1.55,72.4 Wh,46890000.0,data/fpt/detail_htmls\macbook_19_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 24gb 1tb Nano,macbook,apple,M5,10,,24.0,,,1024.0,14.2,3024x1964,120.0,apple,1.55,72.4 Wh,55390000.0,data/fpt/detail_htmls\macbook_20_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 16gb 512gb Nano,macbook,apple,M5,10,,16.0,,,512.0,14.2,3024x1964,120.0,apple,1.55,72.4 Wh,45590000.0,data/fpt/detail_htmls\macbook_21_specs.html,APPLE_GPU,APPLE
MACBOOK Pro 14 M5 2025 10cpu 10gpu 16gb 1tb Nano,macbook,apple,M5,10,,16.0,,,1024.0,14.2,3024x1964,120.0,apple,1.55,72.4 Wh,50490000.0,data/fpt/detail_htmls\macbook_22_specs.html,APPLE_GPU,APPLE
Colorful Rimbook L1 I3 1220p Ca30016512c S E1ad,colorful,intel,Core I3,1220,4.4,16.0,ddr4,3200.0,512.0,15.6,1920x1080,60.0,intel,1.78,3 Cell 50 W,11290000.0,data/fpt/detail_htmls\colorful_1_specs.html,INTEL_UHD,INTEGRATED
Colorful Rimbook L1 I5 12450h Ce50016512c G E1ac,colorful,intel,Core I5,12450,4.4,16.0,ddr4,3200.0,512.0,15.6,1920x1080,60.0,intel,1.78,3 Cell 50 W,14290000.0,data/fpt/detail_htmls\colorful_2_specs.html,INTEL_UHD,INTEGRATED
Colorful Rimbook L1 I3 1220p Ca30016512c G E1ac,colorful,intel,Core I3,1220,4.4,16.0,ddr4,,512.0,15.6,1920x1080,60.0,intel,1.78,3 Cell 50 W,11290000.0,data/fpt/detail_htmls\colorful_0_specs.html,INTEL_UHD,INTEGRATED
GIGABYTE Gaming G6x 9mg I7 13650hx 9rc6l9kghsiix1vn000,gigabyte,intel,Core I7,13650,4.9,16.0,ddr5,4800.0,512.0,16.0,1920x1200,165.0,intel,2.527,73 Wh 180 W,31210000.0,data/fpt/detail_htmls\gigabyte_0_specs.html,RTX 4060,DISCRETE_GAMING
GIGABYTE Gaming A16 Cwhi3vn864sh I7 13620h,gigabyte,intel,Core I7,13620,4.9,32.0,ddr5,5200.0,1024.0,16.0,1920x1200,165.0,nvidia,2.24,4 Cell 150 W,42590000.0,data/fpt/detail_htmls\gigabyte_3_specs.html,RTX 5070,DISCRETE_GAMING
GIGABYTE Gaming G6x 9mg I7 13650hx 9rc6l9mghsiix1vn000,gigabyte,intel,Core I7,13650,4.9,16.0,ddr5,4800.0,512.0,16.0,1920x1200,165.0,intel,2.531,73 Wh 180 W,29790000.0,data/fpt/detail_htmls\gigabyte_1_specs.html,RTX 4050,DISCRETE_GAMING
GIGABYTE Gaming G6x 9mg I7 13650hx 9rc6l9mghsjix1vn000,gigabyte,intel,Core I7,13650,4.9,16.0,ddr5,4800.0,512.0,16.0,1920x1200,165.0,nvidia,2.535,73 Wh 180 W,30720000.0,data/fpt/detail_htmls\gigabyte_2_specs.html,RTX 4050,DISCRETE_GAMING
GIGABYTE Gaming G6x 9kg I7 13650hx 9rc6l9kghsjix1vn000,gigabyte,intel,Core I7,13650,4.9,16.0,ddr5,4800.0,1024.0,16.0,1920x1200,165.0,nvidia,2.533,73 Wh 180 W,32190000.0,data/fpt/detail_htmls\gigabyte_4_specs.html,RTX 4060,DISCRETE_GAMING
GIGABYTE Gaming A16 Cmhh2vn893sh I5 13420h,gigabyte,intel,Core I5,13420,4.6,16.0,ddr5,5200.0,512.0,16.0,1920x1200,165.0,nvidia,2.2,76 Wh 150 W,24490000.0,data/fpt/detail_htmls\gigabyte_7_specs.html,RTX 4050,DISCRETE_GAMING
GIGABYTE Gaming A16 Cmhi2vn893sh I7 13620h,gigabyte,intel,Core I7,13620,4.9,16.0,ddr5,5200.0,512.0,16.0,1920x1200,165.0,nvidia,2.2,76 Wh 150 W,26790000.0,data/fpt/detail_htmls\gigabyte_5_specs.html,RTX 4050,DISCRETE_GAMING
GIGABYTE Gaming A16 Cvhi3vnc93sh I7 13620h,gigabyte,intel,Core I7,13620,4.9,16.0,ddr5,5200.0,512.0,16.0,2560x1600,165.0,nvidia,2.27,4 Cell 150 W,35590000.0,data/fpt/detail_htmls\gigabyte_6_specs.html,RTX 5060,DISCRETE_GAMING
GIGABYTE Gaming A16 Cmhi2vn894sh I7 13620h,gigabyte,intel,Core I7,13620,4.9,16.0,ddr5,5200.0,1024.0,16.0,1920x1200,165.0,intel,2.23,4 Cell 150 W,27780000.0,data/fpt/detail_htmls\gigabyte_8_specs.html,RTX 4050,DISCRETE_GAMING
HP Victus 15 Fb3115ax Bx9c9pa,hp,amd,Ryzen 7,7445,4.7,16.0,ddr5,5600.0,512.0,15.6,1920 x 1080,144.0,nvidia,2.29,"4-cell, 70 Wh Li-ion",26990000.0,data/anphat/detail_htmls\hp_0_specs.html,RTX 4050,DISCRETE_GAMING
HP Elitebook 6 G1i Bq9n4pt,hp,intel,Core Ultra 7,255,5.1,16.0,ddr5,5600.0,512.0,14.0,1920 x 1200,,intel,1.4,3-cell 56Wh,33990000.0,data/anphat/detail_htmls\hp_3_specs.html,INTEL_GRAPHICS,INTEGRATED
HP HP 15 Fd0306tu A2nl7pa,hp,intel,Core i3,1315,4.5,8.0,ddr4,3200.0,256.0,15.6,1920 x 1080,,intel,1.59,"3-cell, 41 Wh Li-ion",13990000.0,data/anphat/detail_htmls\hp_2_specs.html,INTEL_GRAPHICS,INTEGRATED
HP 250r G9 B93h2at,hp,intel,Core i5,1334,4.6,8.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.74,3-cell 41Wh,17900000.0,data/anphat/detail_htmls\hp_1_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Elitebook 6 G1i Bq9m9pt,hp,intel,Core Ultra 5,225,4.9,16.0,ddr5,5600.0,512.0,14.0,1920 x 1200,,intel,1.4,3-cell 56Wh,28990000.0,data/anphat/detail_htmls\hp_4_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Elitebook 640 G10 Bh3e3pt,hp,intel,Core i5,1335,4.6,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.41,"3-cell,51 Wh",23990000.0,data/anphat/detail_htmls\hp_6_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Elitebook 6 G1i 13 Bq9q3pt,hp,intel,Core Ultra 7,255,5.2,16.0,ddr5,5600.0,512.0,13.3,1920 x 1200,,intel,1.3,3-cell 56Wh,33990000.0,data/anphat/detail_htmls\hp_5_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Victus 15 Fa2731tx B85lnpa,hp,intel,Core i5,13420,4.6,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,144.0,nvidia,2.29,"3-cell, 52.5 Wh",23990000.0,data/anphat/detail_htmls\hp_7_specs.html,RTX 3050,DISCRETE_GAMING
Gaming Omen 14 Fb0135tx Ay8v1pa,hp,intel,Core Ultra 7,900,4.8,16.0,lpddr5x,7467.0,1024.0,14.0,2880 x 1800,120.0,nvidia,1.63,6 Cell 71WHr,68990000.0,data/anphat/detail_htmls\hp_8_specs.html,RTX 4060,DISCRETE_GAMING
HP Victus 15 Fa2732tx B85lppa,hp,intel,Core i5,13420,4.6,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,144.0,nvidia,2.29,"4-cell, 70 Wh",26990000.0,data/anphat/detail_htmls\hp_9_specs.html,RTX 4050,DISCRETE_GAMING
HP Omnibook 5 Flip 14 Fp0057tu Bz7q6pa,hp,intel,Core 5,120,5.0,16.0,lpddr5x,5200.0,512.0,14.0,1920 x 1200,,intel,1.62,4-cell 68Wh,27990000.0,data/anphat/detail_htmls\hp_10_specs.html,INTEL_GRAPHICS,INTEGRATED
HP 14s Ep0110tu 8c5k9pa,hp,intel,Core i7,1355,5.0,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.46,"3-cell, 41 Wh Li-ion",21990000.0,data/anphat/detail_htmls\hp_11_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Victus 16 R0228tx 9q979pa,hp,intel,Core i5,13500,4.7,32.0,ddr5,5200.0,512.0,16.1,1920 x 1080,144.0,nvidia,2.31,4Cell 70WHrs,33990000.0,data/anphat/detail_htmls\hp_12_specs.html,RTX 4050,DISCRETE_GAMING
HP Omnibook 5 Ai 16 Af1054tu C1mn8pa,hp,intel,Core Ultra 7,255,5.2,32.0,lpddr5,7467.0,512.0,16.0,1920 x 1200,,intel,,"3-cell Li-ion, 59 Wh",30690000.0,data/anphat/detail_htmls\hp_14_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Omnibook X Flip 14 Fm0088tu Bz7q2pa,hp,intel,Core Ultra 5,226,4.5,16.0,lpddr5x,8533.0,512.0,14.0,1920 x 1200,,intel,,"3-cell, 59 Wh",31990000.0,data/anphat/detail_htmls\hp_15_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Victus 16 R0358tx Ay8x4pa,hp,intel,Core i7,13700,5.0,32.0,ddr5,5200.0,512.0,16.1,1920 x 1080,165.0,nvidia,2.31,4Cell 70WHrs,45990000.0,data/anphat/detail_htmls\hp_18_specs.html,RTX 4070,DISCRETE_GAMING
HP 250r G9 B93h3at,hp,intel,Core i5,1334,4.6,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.74,3-cell 41Wh,17990000.0,data/anphat/detail_htmls\hp_19_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Victus 16 R0223tx 9q974pa,hp,intel,Core i7,13700,5.0,32.0,ddr5,5200.0,512.0,16.1,1920 x 1080,144.0,nvidia,2.31,4Cell 70WHrs,45990000.0,data/anphat/detail_htmls\hp_17_specs.html,RTX 4070,DISCRETE_GAMING
HP 15 Fd0083tu 8d736pa,hp,intel,Core i7,1355,5.0,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.59,"3-cell, 41 Wh Li-ion",22590000.0,data/anphat/detail_htmls\hp_20_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Probook 4 G1i 16 Bq5e4pt,hp,intel,Core Ultra 7,255,5.1,16.0,ddr5,5600.0,512.0,16.0,1920 x 1200,,intel,1.74,"3-cell, 56 Wh",33990000.0,data/anphat/detail_htmls\hp_21_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Probook 4 G1i 16 Bq5e6pt,hp,intel,Core Ultra 7,255,5.1,16.0,ddr5,5600.0,512.0,16.0,1920 x 1200,,intel,1.74,"3-cell, 56 Wh",35990000.0,data/anphat/detail_htmls\hp_25_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Omnibook X Flip 14 Fm0076tu Bz7p6pa,hp,intel,Core Ultra 7,258,4.8,32.0,lpddr5x,8533.0,512.0,14.0,1920 x 1200,,intel,1.38,"3-cell, 59 Wh",37990000.0,data/anphat/detail_htmls\hp_26_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Omnibook 7 Ai 16 Az0043tu C2cx3pa,hp,intel,Core 7,240,5.2,32.0,ddr5,5600.0,512.0,16.0,1920 x 1200,,intel,1.91,"4-cell, 70 Wh",31990000.0,data/anphat/detail_htmls\hp_27_specs.html,INTEL_GRAPHICS,INTEGRATED
HP 15 Fd0823tu C81nmpa,hp,intel,Core i7,1355,5.0,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.59,"3-cell, 41 Wh Li-ion",21990000.0,data/anphat/detail_htmls\hp_28_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Omnibook 5 Flip 14 Fp0055tu Bz7q4pa,hp,intel,Core 7,150,5.4,24.0,lpddr5,5200.0,512.0,14.0,1920 x 1200,,intel,1.62,"4-cell, 68 Wh",30990000.0,data/anphat/detail_htmls\hp_29_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Omnibook 7 Ai 16 Az0038tu C2cx1pa,hp,intel,Core 5,210,4.8,24.0,ddr5,5200.0,512.0,16.0,1920 x 1200,,intel,,"4-cell, 70 Wh",27990000.0,data/anphat/detail_htmls\hp_30_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Zbook Power G11 Mobile Workstation 9a660av,hp,intel,Core Ultra 7,155,4.8,32.0,ddr5,5600.0,1024.0,16.0,2560 x 1600,,nvidia,2.12,6Cell 83WHrs Li-ion,63990000.0,data/anphat/detail_htmls\hp_32_specs.html,RTX 2000,DISCRETE_GAMING
HP Probook 4 G1i 16 Bq5e1pt,hp,intel,Core Ultra 7,255,5.2,16.0,ddr5,5600.0,512.0,16.0,1920 x 1200,,intel,1.74,"3-cell, 56 Wh",33990000.0,data/anphat/detail_htmls\hp_34_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Probook 4 G1i 16 Bq5d9pt,hp,intel,Core Ultra 5,225,4.9,16.0,ddr5,5600.0,512.0,16.0,1920 x 1200,,intel,1.74,"3-cell, 56 Wh",31990000.0,data/anphat/detail_htmls\hp_35_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Probook 4 G1i 16 Bq5d8pt,hp,intel,Core Ultra 5,225,4.9,16.0,ddr5,5600.0,512.0,16.0,1920 x 1200,,intel,1.74,"3-cell, 56 Wh",28990000.0,data/anphat/detail_htmls\hp_36_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Probook 4 G1i 16 Bq5d4pt,hp,intel,Core Ultra 5,225,4.8,16.0,ddr5,5600.0,512.0,16.0,1920 x 1200,,intel,1.74,"3-cell, 56 Wh",26990000.0,data/anphat/detail_htmls\hp_38_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Probook 440 G10 9h8u6pt,hp,intel,Core i5,1335,4.6,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,,"3-cell, 51 Wh",22990000.0,data/anphat/detail_htmls\hp_39_specs.html,INTEL_IRIS_XE,INTEGRATED
HP 14 Ep1179tu C89zspa,hp,intel,Core 5,120,5.0,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.4,"3-cell, 41 Wh Li-ion",18990000.0,data/anphat/detail_htmls\hp_40_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Elitebook 6 G1i 13 Bq9l8pt,hp,intel,Core Ultra 5,225,4.8,16.0,ddr5,5600.0,512.0,13.3,1920 x 1200,,intel,1.3,3-cell 56Wh,27990000.0,data/anphat/detail_htmls\hp_41_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Pavilion 15 Eg3094tu 8c5l5pa,hp,intel,Core i5,1335,4.6,8.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.74,"3-cell, 41 Wh Li-ion",19990000.0,data/anphat/detail_htmls\hp_43_specs.html,INTEL_IRIS_XE,INTEGRATED
HP 250 G10 A06f6pt,hp,intel,Core i3,1315,4.5,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.52,3Cell 41WHrs,15990000.0,data/anphat/detail_htmls\hp_42_specs.html,INTEL_UHD,INTEGRATED
HP Pavilion 15 Eg3095tu 8c5l6pa,hp,intel,Core i5,1335,4.6,8.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.74,"3-cell, 41 Wh Li-ion",19990000.0,data/anphat/detail_htmls\hp_45_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Pavilion 15 Eg3099tu 8c5m0pa,hp,intel,Core i3,1315,4.5,8.0,ddr4,3200.0,256.0,15.6,1920 x 1080,,intel,1.74,"3-cell, 41 Wh Li-ion",15290000.0,data/anphat/detail_htmls\hp_44_specs.html,INTEL_UHD,INTEGRATED
HP Omnibook 7 Aero 13 Bg1087au Bz7s1pa,hp,amd,Ryzen AI 5,340,4.8,16.0,lpddr5x,7500.0,512.0,13.3,1920 x 1200,,amd,,3-cell,28990000.0,data/anphat/detail_htmls\hp_48_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
HP Omnibook 5 16 Ag1067au Bz7u5pa,hp,amd,Ryzen AI 7,350,5.0,16.0,lpddr5x,7500.0,512.0,16.0,1920 x 1200,,amd,1.79,"3-cell, 59 Wh",28990000.0,data/anphat/detail_htmls\hp_50_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
HP Omnibook 5 16 Ag1066au Bz7s9pa,hp,amd,Ryzen AI 7,350,5.0,16.0,lpddr5x,7500.0,512.0,16.0,1920 x 1200,,amd,1.79,"3-cell, 59 Wh",29990000.0,data/anphat/detail_htmls\hp_49_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
HP Omnibook 5 16 Ag1068au Bz7t0pa,hp,amd,Ryzen AI 5,340,4.8,16.0,lpddr5x,7500.0,512.0,16.0,1920 x 1200,,amd,1.79,"3-cell, 59 Wh",26999000.0,data/anphat/detail_htmls\hp_51_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
HP Omnibook 5 16 Ag1069au Bz7t1pa,hp,amd,Ryzen AI 5,340,4.8,16.0,lpddr5x,7500.0,512.0,16.0,1920 x 1200,,amd,1.79,"3-cell, 59 Wh",25990000.0,data/anphat/detail_htmls\hp_52_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
HP Omnibook X Flip 14 Fm0086tu Bz7q0pa,hp,intel,Core Ultra 5,226,4.5,16.0,lpddr5x,8533.0,1024.0,14.0,1920 x 1200,,intel,,"3-cell, 59 Wh",32990000.0,data/anphat/detail_htmls\hp_53_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Victus 16 R0224tx 9q975pa,hp,intel,Core i7,13700,5.0,32.0,ddr5,5200.0,512.0,16.1,1920 x 1080,144.0,nvidia,2.31,4Cell 70WHrs,38990000.0,data/anphat/detail_htmls\hp_54_specs.html,RTX 4060,DISCRETE_GAMING
HP Elitebook 6 G1i 13 Bq9m6pt,hp,intel,Core Ultra 7,255,5.2,16.0,ddr5,5600.0,512.0,13.3,1920 x 1200,,intel,1.3,3-cell 56Wh,32990000.0,data/anphat/detail_htmls\hp_59_specs.html,INTEL_GRAPHICS,INTEGRATED
HP 15 Fd1045tu 9z2x1pa,hp,intel,Core 5,120,5.0,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.59,"3-cell, 41 Wh Li-ion",20990000.0,data/anphat/detail_htmls\hp_58_specs.html,INTEL_GRAPHICS,INTEGRATED
HP 15 Fd1039tu 9z2w7pa,hp,intel,Core 7,150,5.4,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.59,"3-cell, 41 Wh Li-ion",23990000.0,data/anphat/detail_htmls\hp_60_specs.html,INTEL_GRAPHICS,INTEGRATED
HP 14 Ep1011tu 9z2w3pa,hp,intel,Core 5,120,5.0,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,,"3-cell, 41 Wh Li-ion",22990000.0,data/anphat/detail_htmls\hp_62_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Omnibook X 14 Fe1010qu B53kbpa,hp,qualcomm,Snapdragon X Plus,100,3.4,16.0,ddr5,,512.0,14.0,2240 x 1400,,qualcomm,,"3-cell, 59 Wh",35990000.0,data/anphat/detail_htmls\hp_63_specs.html,QUALCOMM_ADRENO,INTEGRATED_ARM
HP 14s Ep0112tu 8c5l1pa,hp,intel,Core i5,1335,4.6,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.46,"3-cell, 41 Wh Li-ion",19590000.0,data/anphat/detail_htmls\hp_64_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Elitebook 6 G1i 13 Bq9m3pt,hp,intel,Core Ultra 5,225,4.8,16.0,ddr5,5600.0,512.0,13.3,1920 x 1200,,intel,1.3,3-cell 56Wh,28990000.0,data/anphat/detail_htmls\hp_72_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Elitebook 640 G10 873g4pa,hp,intel,Core i5,1335,4.6,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.41,"3-cell,51 Wh",25990000.0,data/anphat/detail_htmls\hp_73_specs.html,INTEL_IRIS_XE,INTEGRATED
HP 14 Ep1009tu 9z2w2pa,hp,intel,Core 5,120,5.0,16.0,ddr4,3200.0,1024.0,14.0,1920 x 1080,,intel,1.4,"3-cell, 41 Wh Li-ion",20990000.0,data/anphat/detail_htmls\hp_75_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Probook 460 G11 A74mqpt,hp,intel,Core Ultra 5,125,4.5,16.0,ddr5,5600.0,512.0,16.0,1920 x 1200,,intel,,"3-cell, 56 Wh Li-ion",26990000.0,data/anphat/detail_htmls\hp_74_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Pavilion X360 14 Ek2017tu 9z2v5pa,hp,intel,Core 5,120,5.0,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.51,"3-cell, 43 Wh Li-ion",26990000.0,data/anphat/detail_htmls\hp_77_specs.html,INTEL_GRAPHICS,INTEGRATED
HP 15 Fd0235tu 9q970pa,hp,intel,Core i5,1334,4.6,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.59,"3-cell, 41 Wh Li-ion",19990000.0,data/anphat/detail_htmls\hp_78_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Envy X360 14 Fa0095au Ay8u5pa,hp,amd,Ryzen 7,8840,5.1,16.0,lpddr5,6400.0,512.0,14.0,2880 x 1800,120.0,amd,,"3-cell, 59 Wh",35990000.0,data/anphat/detail_htmls\hp_80_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
HP 14 Ep1007tu 9z2w1pa,hp,intel,Core 7,150,5.4,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,,"3-cell, 41 Wh Li-ion",25990000.0,data/anphat/detail_htmls\hp_81_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Pavilion 16 Af0055tu Ay8c4pa,hp,intel,Core Ultra 5,125,4.3,16.0,lpddr5,6400.0,512.0,16.0,1920 x 1200,,intel,,"3-cell, 59 Wh",24990000.0,data/anphat/detail_htmls\hp_82_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Elitebook 630 G11 A7lm7pt,hp,intel,Core Ultra 5,125,4.3,16.0,ddr5,5600.0,512.0,13.3,1920 x 1200,,intel,1.31,"3-cell, 56 Wh",26990000.0,data/anphat/detail_htmls\hp_83_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Probook 440 G11 A74b4pt,hp,intel,Core Ultra 5,125,4.3,8.0,ddr5,5600.0,512.0,14.0,1920 x 1200,,intel,1.39,"3-cell, 56 Wh",23990000.0,data/anphat/detail_htmls\hp_85_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Pavilion 15 Eg3098tu 8c5l9pa,hp,intel,Core i3,1315,4.5,8.0,ddr4,3200.0,256.0,15.6,1920 x 1080,,intel,1.74,"3-cell, 41 Wh Li-ion",15290000.0,data/anphat/detail_htmls\hp_84_specs.html,INTEL_UHD,INTEGRATED
HP Elitebook 640 G11 A7lb4pt,hp,intel,Core Ultra 7,165,4.9,16.0,ddr5,5600.0,512.0,14.0,1920 x 1200,,intel,,"3-cell, 56 Wh",36990000.0,data/anphat/detail_htmls\hp_88_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Elitebook 630 G10 9j0b4pt,hp,intel,Core i5,1335,4.6,16.0,ddr4,3200.0,512.0,13.3,1920 x 1080,,intel,1.22,"3-cell, 42 Wh",23590000.0,data/anphat/detail_htmls\hp_90_specs.html,INTEL_UHD,INTEGRATED
HP Elitebook 630 G10 9j0b5pt,hp,intel,Core i5,1335,4.6,16.0,ddr4,3200.0,512.0,13.3,1920 x 1080,,intel,1.22,"3-cell, 42 Wh",24390000.0,data/anphat/detail_htmls\hp_89_specs.html,INTEL_UHD,INTEGRATED
HP Pavilion 15 Eg3091tu 8c5l2pa,hp,intel,Core i7,1355,5.0,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,intel,1.74,"3-cell, 41 Wh Li-ion",25990000.0,data/anphat/detail_htmls\hp_91_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Omnibook Uf 14 Fh0038tu B2cp4pa,hp,intel,Core Ultra 9,288,5.1,32.0,lpddr5x,8533.0,1024.0,14.0,2880 x 1800,120.0,intel,,"6-cell, 64 Wh",63990000.0,data/anphat/detail_htmls\hp_92_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Omnibook Uf 14 Fh0040tu B13vhpa,hp,intel,Core Ultra 7,258,4.8,32.0,lpddr5x,8533.0,1024.0,14.0,2880 x 1800,120.0,intel,,"6-cell, 64 Wh",59990000.0,data/anphat/detail_htmls\hp_93_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Pavilion 16 Af0053tu Ay8c2pa,hp,intel,Core Ultra 7,155,4.8,16.0,lpddr5,6400.0,512.0,16.0,1920 x 1200,,intel,,"3-cell, 59 Wh",29990000.0,data/anphat/detail_htmls\hp_94_specs.html,INTEL_GRAPHICS,INTEGRATED
HP Elitebook 640 G10 873g2pa,hp,intel,Core i5,1335,4.6,8.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.41,"3-cell,51 Wh",23490000.0,data/anphat/detail_htmls\hp_96_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Probook 465 G11 A8xg2pt,hp,amd,Ryzen 5,7535,4.55,16.0,ddr5,4800.0,512.0,16.0,1920 x 1200,,amd,1.74,"3-cell, 56 Wh",23990000.0,data/anphat/detail_htmls\hp_101_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
HP Probook 465 G11 A8ws4pt,hp,amd,Ryzen 7,7735,4.7,16.0,ddr5,4800.0,512.0,16.0,1920 x 1200,,amd,1.74,"3-cell, 56 Wh",25990000.0,data/anphat/detail_htmls\hp_102_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
HP Elitebook 640 G10 873g3pa,hp,intel,Core i5,1335,4.6,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.41,"3-cell,51 Wh",24490000.0,data/anphat/detail_htmls\hp_103_specs.html,INTEL_IRIS_XE,INTEGRATED
HP Probook 450 G10 9h8h2pt,hp,intel,Core i7,1355,5.0,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,,nvidia,1.79,"3-cell, 51 Wh",30590000.0,data/anphat/detail_htmls\hp_105_specs.html,RTX 2050,DISCRETE_GAMING
HP Elitebook 640 G10 873h2pa,hp,intel,Core i7,1355,5.0,16.0,ddr4,3200.0,512.0,14.0,1920 x 1080,,intel,1.41,"3-cell,51 Wh",28090000.0,data/anphat/detail_htmls\hp_104_specs.html,INTEL_IRIS_XE,INTEGRATED
HP 240 G10 9h2d8pt,hp,intel,Core i3,1315,4.5,8.0,ddr4,3200.0,256.0,14.0,1920 x 1080,,intel,1.36,"3-cell, 41 Wh",12990000.0,data/anphat/detail_htmls\hp_106_specs.html,INTEL_UHD,INTEGRATED
HP 240 G10 9h2e1pt,hp,intel,Core i5,1335,4.6,8.0,ddr4,3200.0,256.0,14.0,1920 x 1080,,intel,1.36,"3-cell, 41 Wh",17990000.0,data/anphat/detail_htmls\hp_107_specs.html,INTEL_UHD,INTEGRATED
HP Probook 450 G10 9h1n5pt,hp,intel,Core i5,1335,4.6,16.0,ddr4,3200.0,512.0,15.6,1920 x 1080,60.0,intel,1.79,"3-cell, 51 Wh",21590000.0,data/anphat/detail_htmls\hp_108_specs.html,INTEL_IRIS_XE,INTEGRATED
