Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),detail_specs_html_path,gpu_model,gpu_class
ASUS Zenbook S 16 Um5606ka Rk127ws RYZEN Ai 7,asus,amd,Ryzen AI 7,350,2.0,24.0,lpddr5x,,1024.0,16.0,2880 x 1800,120.0,amd,1.5,"78WHrs, 2S2P, 4-cell Li-ion",42990000.0,data/cellphones/detail_htmls\asus_23_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook 15 Oled A1505va L1688w,asus,intel,Core I7,13620,2.4,16.0,ddr4,,512.0,15.6,1920 x 1080,60.0,intel,1.7,"50WHrs, 3S1P, 3-cell Li-ion",20990000.0,data/cellphones/detail_htmls\asus_22_specs.html,INTEL_UHD,INTEGRATED
ASUS Zenbook 14 Um3406ka Pp113ws RYZEN Ai 7,asus,amd,Ryzen AI 7,350,2.0,16.0,lpddr5x,,512.0,14.0,2880 x 1800,120.0,amd,1.2,"75WHrs, 4S1P, 4-cell Li-ion",28990000.0,data/cellphones/detail_htmls\asus_25_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook Go 15 E1504fa Bq1150w,asus,amd,Ryzen5,7520,2.8,16.0,lpddr5,,512.0,15.6,1920 x 1080,60.0,amd,1.63,"42WHrs, 3S1P, 3-cell Li-ion",14190000.0,data/cellphones/detail_htmls\asus_26_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook 15 X1504va Bq2076w,asus,intel,Core I5,1334,1.3,16.0,ddr4,,512.0,15.6,1920 x 1080,60.0,intel,1.7,"42WHrs, 3S1P, 3-cell Li-ion",15990000.0,data/cellphones/detail_htmls\asus_28_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Vivobook S 14 Oled M5406wa Pp071ws,asus,amd,Ryzen AI 9,370,2.0,32.0,lpddr5x,,1024.0,14.0,2880 x 1800,120.0,amd,1.3,"75WHrs, 4S1P, 4-cell Li-ion",33990000.0,data/cellphones/detail_htmls\asus_27_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook 15 X1504va Bq165w,asus,intel,Core 5,120,1.4,16.0,ddr4,,512.0,15.6,1920 x 1080,60.0,intel,1.7,"42WHrs, 3S1P, 3-cell Li-ion",16990000.0,data/cellphones/detail_htmls\asus_30_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook S16 S3607qa Sh040ws,asus,qualcomm,Snapdragon X,,2.97,16.0,lpddr5x,,512.0,16.0,1920 x 1200,60.0,qualcomm,1.74,"70WHrs, 3S1P, 3-cell Li-ion",23490000.0,data/cellphones/detail_htmls\asus_31_specs.html,QUALCOMM_ADRENO,INTEGRATED_ARM
ASUS Zenbook 14 Ux3405ca Pz188ws,asus,intel,Core Ultra 7,255,2.0,32.0,lpddr5x,,1024.0,14.0,2880 x 1800,120.0,intel,1.28,"75WHrs, 2S2P, 4-cell Li-ion",35990000.0,data/cellphones/detail_htmls\asus_32_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Rog Zephyrus G14 Ga403wm Qs051ws RYZEN Ai 9,asus,amd,Ryzen AI 9,370,2.0,32.0,lpddr5x,7500.0,1024.0,14.0,2880 x 1800,120.0,nvidia,1.5,"73WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",56940000.0,data/cellphones/detail_htmls\asus_33_specs.html,RTX 5060,DISCRETE_GAMING
ASUS Rog Strix G18 G815lm S9088w,asus,intel,Core Ultra 9,275,2.7,32.0,ddr5,5600.0,1024.0,18.0,2560 x 1600,240.0,nvidia,3.2,"90WHrs, 4S1P, 4-cell Li-ion, Sạc từ 0-50% trong 30 phút",52090000.0,data/cellphones/detail_htmls\asus_29_specs.html,RTX 5060,DISCRETE_GAMING
ASUS Vivobook S 16 Oled S5606ma Mx051w,asus,intel,Core Ultra 7,155,1.4,16.0,lpddr5x,,512.0,16.0,3200 x 2000,120.0,intel,1.5,"75WHrs, 4S1P, 4-cell Li-ion",29990000.0,data/cellphones/detail_htmls\asus_34_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Rog Strix G18 G815lp S9102w,asus,intel,Core Ultra 9,275,2.7,32.0,ddr5,5600.0,1024.0,18.0,2560 x 1600,240.0,nvidia,3.2,"90WHrs, 4S1P, 4-cell Li-ion, Sạc từ 0-50% trong 30 phút",56990000.0,data/cellphones/detail_htmls\asus_35_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Vivobook S14 S3407va Ly053w,asus,intel,Core I7,13620,2.4,16.0,ddr5,,512.0,14.0,1920 x 1200,60.0,intel,1.4,"70WHrs, 4S1P, 4-cell Li-ion",20990000.0,data/cellphones/detail_htmls\asus_38_specs.html,INTEL_UHD,INTEGRATED
ASUS Gaming V16 V3607vu Rp216w,asus,intel,Core 7,240,2.5,16.0,ddr5,,512.0,16.0,1920 x 1200,144.0,nvidia,1.95,"63WHrs, 3S1P, 3-cell Li-ion",27490000.0,data/cellphones/detail_htmls\asus_36_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Zenbook S 14 Oled Ux5406sa Pv140ws,asus,intel,Core Ultra 7,258,1.8,32.0,lpddr5x,,1024.0,14.0,2880 x 1800,120.0,intel,1.2,"72WHrs, 2S2P, 4-cell Li-ion",44990000.0,data/cellphones/detail_htmls\asus_37_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook 15 X1504va Nj1969w,asus,intel,Core I5,1334,1.3,16.0,ddr4,,512.0,15.6,1920 x 1080,60.0,intel,1.7,"42WHrs, 3S1P, 3-cell Li-ion",15990000.0,data/cellphones/detail_htmls\asus_39_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Tuf Gaming F15 Fx507zc4 Hn095w,asus,intel,Core I5,12500,2.5,16.0,ddr4,3200.0,1024.0,15.6,1920 x 1080,144.0,nvidia,2.2,"56WHrs, 4S1P, 4-cell Li-ion",24990000.0,data/cellphones/detail_htmls\asus_40_specs.html,RTX 3050,DISCRETE_GAMING
ASUS Vivobook S 16 Oled M5606ka Ri016ws RYZEN Ai 7,asus,amd,Ryzen AI 7,350,2.0,24.0,lpddr5x,,512.0,16.0,2880 x 1800,120.0,amd,1.5,"75WHrs, 4S1P, 4-cell Li-ion",30990000.0,data/cellphones/detail_htmls\asus_42_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook S16 S3607va Rp056w,asus,intel,Core I7,13620,2.4,16.0,ddr5,,512.0,16.0,1920 x 1200,144.0,intel,1.7,"70WHrs, 4S1P, 4-cell Li-ion",20490000.0,data/cellphones/detail_htmls\asus_41_specs.html,INTEL_UHD,INTEGRATED
ASUS Zenbook 14 Ux3405ca Pz187ws,asus,intel,Core Ultra 5,225,1.7,16.0,lpddr5x,,512.0,14.0,2880 x 1800,120.0,intel,1.28,"75WHrs, 2S2P, 4-cell Li-ion",31990000.0,data/cellphones/detail_htmls\asus_43_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Gaming V16 V3607vh Rp024w,asus,intel,Core 5,210,2.2,16.0,ddr5,,512.0,16.0,1920 x 1200,144.0,nvidia,1.95,"63WHrs, 3S1P, 3-cell Li-ion",28990000.0,data/cellphones/detail_htmls\asus_44_specs.html,RTX 5050,DISCRETE_GAMING
ASUS Tuf Gaming F16 Fx608jmr Rv048w,asus,intel,Core I7,14650,2.2,16.0,ddr5,5600.0,1024.0,16.0,1920 x 1200,165.0,nvidia,2.2,"90WHrs, 4S1P, 4-cell Li-ion",40990000.0,data/cellphones/detail_htmls\asus_45_specs.html,RTX 5060,DISCRETE_GAMING
ASUS Gaming V16 V3607vh Rp025w,asus,intel,Core 7,240,2.5,16.0,ddr5,,512.0,16.0,1920 x 1200,144.0,nvidia,1.95,"63WHrs, 3S1P, 3-cell Li-ion",30430000.0,data/cellphones/detail_htmls\asus_48_specs.html,RTX 5050,DISCRETE_GAMING
ASUS Rog Flow Z13 Gz302ea Ru145ws,asus,amd,Ryzenaimax,395,3.0,128.0,lpddr5x,8000.0,1024.0,13.4,2560 x 1600,180.0,amd,1.2,"70WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",83490000.0,data/cellphones/detail_htmls\asus_47_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook S16 S5606ca Ri171ws,asus,intel,Core Ultra 7,255,2.0,16.0,lpddr5x,,512.0,16.0,2880 x 1800,120.0,intel,1.5,"75WHrs, 4S1P, 4-cell Li-ion",31410000.0,data/cellphones/detail_htmls\asus_46_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook S14 S3407ca Ly095ws,asus,intel,Core Ultra 5,225,1.7,16.0,ddr5,,512.0,14.0,1920 x 1200,60.0,intel,1.4,"70WHrs, 4S1P, 4-cell Li-ion",22990000.0,data/cellphones/detail_htmls\asus_49_specs.html,INTEL_UHD,INTEGRATED
ASUS Rog Strix G16 G615jhr S5069w,asus,intel,Core I7,14650,2.2,32.0,ddr5,,1024.0,16.0,2560 x 1600,240.0,nvidia,2.65,"90WHrs, 4S1P, 4-cell Li-ion",44170000.0,data/cellphones/detail_htmls\asus_53_specs.html,RTX 5050,DISCRETE_GAMING
ASUS Rog Zephyrus G16 Gu605cm Qr078w,asus,intel,Core Ultra 9,285,2.9,32.0,lpddr5x,7467.0,1024.0,16.0,2560 x 1600,240.0,nvidia,1.85,"90WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",62990000.0,data/cellphones/detail_htmls\asus_50_specs.html,RTX 5060,DISCRETE_GAMING
ASUS Tuf Gaming F16 Fx608jh Rv039w,asus,intel,Core I5,13450,2.4,16.0,ddr5,,1024.0,16.0,1920 x 1200,165.0,nvidia,2.2,"90WHrs, 4S1P, 4-cell Li-ion",33370000.0,data/cellphones/detail_htmls\asus_52_specs.html,RTX 5050,DISCRETE_GAMING
ASUS Vivobook S14 S3407va Ly146w,asus,intel,Core 5,210,2.2,16.0,ddr5,,512.0,14.0,1920 x 1200,60.0,intel,1.4,"70WHrs, 4S1P, 4-cell Li-ion",19490000.0,data/cellphones/detail_htmls\asus_51_specs.html,INTEL_UHD,INTEGRATED
ASUS Zenbook Duo Ux8406ca Pz109ws,asus,intel,Core Ultra 9,285,2.9,32.0,lpddr5x,,1024.0,14.0,2880 x 1800,120.0,intel,1.65,"75WHrs, 4S1P, 4-cell Li-ion",61990000.0,data/cellphones/detail_htmls\asus_54_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Zenbook 14 Um3406ka Pp590ws RYZEN Ai 7,asus,amd,Ryzen AI 7,350,2.0,32.0,lpddr5x,,1024.0,14.0,2880 x 1800,120.0,amd,1.2,"75WHrs, 4S1P, 4-cell Li-ion",31990000.0,data/cellphones/detail_htmls\asus_55_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook S14 M3407ka Sf032ws RYZEN Ai 7,asus,amd,Ryzen AI 7,350,2.0,32.0,ddr5,,512.0,14.0,1920 x 1200,60.0,amd,1.4,"70WHrs, 4S1P, 4-cell Li-ion",25990000.0,data/cellphones/detail_htmls\asus_57_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Zenbook 14 Ux3405ca Pz204ws,asus,intel,Core Ultra 9,285,2.9,32.0,lpddr5x,,1024.0,14.0,2880 x 1800,120.0,intel,1.28,"75WHrs, 2S2P, 4-cell Li-ion",38990000.0,data/cellphones/detail_htmls\asus_56_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook S14 M3407ka Sf034ws RYZEN Ai 5,asus,amd,Ryzen AI 5,330,,16.0,ddr5,,512.0,14.0,1920 x 1200,60.0,amd,1.4,"70WHrs, 4S1P, 4-cell Li-ion",22990000.0,data/cellphones/detail_htmls\asus_58_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Vivobook S 16 S5606ca Ri114ws,asus,intel,Core Ultra 5,225,1.7,16.0,lpddr5x,,512.0,16.0,2880 x 1800,120.0,intel,1.5,"75WHrs, 4S1P, 4-cell Li-ion",28990000.0,data/cellphones/detail_htmls\asus_59_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Tuf Gaming A14 Fa401km Rg010ws RYZEN Ai 7,asus,amd,Ryzen AI 7,350,2.0,32.0,lpddr5x,,1024.0,14.0,2560 x 1600,165.0,nvidia,1.46,"73WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",45150000.0,data/cellphones/detail_htmls\asus_60_specs.html,RTX 5060,DISCRETE_GAMING
ASUS Vivobook S14 S3407ca Ly096ws,asus,intel,Core Ultra 7,255,2.0,16.0,ddr5,,512.0,14.0,1920 x 1200,60.0,intel,1.4,"70WHrs, 4S1P, 4-cell Li-ion",25990000.0,data/cellphones/detail_htmls\asus_62_specs.html,INTEL_UHD,INTEGRATED
ASUS Rog Strix G16 G615jpr S5107w,asus,intel,Core I7,14650,2.2,32.0,ddr5,5600.0,1024.0,16.0,2560 x 1600,240.0,nvidia,2.65,"90WHrs, 4S1P, 4-cell Li-ion",51090000.0,data/cellphones/detail_htmls\asus_63_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Rog Strix G16 G615lr S5289w,asus,intel,Core Ultra 7,255,2.4,16.0,ddr5,5600.0,1024.0,16.0,2560 x 1600,240.0,nvidia,2.65,"90WHrs, 4S1P, 4-cell Li-ion, Sạc từ 0-50% trong 30 phút",57990000.0,data/cellphones/detail_htmls\asus_61_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Rog Zephyrus G14 Ga403wr Qs156ws,asus,amd,Ryzen AI 9,370,2.0,32.0,lpddr5x,8000.0,1024.0,14.0,2880 x 1800,120.0,nvidia,1.57,"73WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",71690000.0,data/cellphones/detail_htmls\asus_65_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Zenbook S 13 Oled Ux5304va Nq125w,asus,intel,Core I7,1355,1.7,16.0,lpddr5,,512.0,13.3,2880 x 1800,60.0,intel,1.0,"63WHrs, 2S2P, 4-cell Li-ion",39990000.0,data/cellphones/detail_htmls\asus_66_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Vivobook 14 A1407ca Ly008ws,asus,intel,Core Ultra 5,225,1.7,16.0,ddr5,,512.0,14.0,1920 x 1200,60.0,intel,1.46,"42WHrs, 3S1P, 3-cell Li-ion",22490000.0,data/cellphones/detail_htmls\asus_64_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Rog Zephyrus G16 Gu605cr Qr107w,asus,intel,Core Ultra 9,285,2.9,32.0,lpddr5x,7467.0,1024.0,16.0,2560 x 1600,240.0,nvidia,1.95,"90WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",76590000.0,data/cellphones/detail_htmls\asus_67_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Tuf Gaming F16 Fx608jpr Rv044w,asus,intel,Core I7,14650,2.2,16.0,ddr5,,1024.0,16.0,1920 x 1200,165.0,nvidia,2.2,"90WHrs, 4S1P, 4-cell Li-ion",45190000.0,data/cellphones/detail_htmls\asus_68_specs.html,RTX 5070,DISCRETE_GAMING
ASUS Zenbook 14 Ux3405ca Pz368ws,asus,intel,Core Ultra 7,255,2.0,16.0,lpddr5x,,512.0,14.0,2880 x 1800,120.0,intel,1.28,"75WHrs, 2S2P, 4-cell Li-ion",34990000.0,data/cellphones/detail_htmls\asus_72_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook S14 S5406sa Pp168ws,asus,intel,Core Ultra 5,226,2.1,16.0,lpddr5x,,512.0,14.0,2880 x 1800,120.0,intel,1.3,"75WHrs, 4S1P, 4-cell Li-ion",28490000.0,data/cellphones/detail_htmls\asus_69_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook S16 S3607ca Sh082ws,asus,intel,Core Ultra 5,225,1.7,16.0,ddr5,,512.0,16.0,1920 x 1200,60.0,intel,1.7,"70WHrs, 4S1P, 4-cell Li-ion",23990000.0,data/cellphones/detail_htmls\asus_70_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook S16 S3607ca Sh083ws,asus,intel,Core Ultra 7,255,2.0,16.0,ddr5,,512.0,16.0,1920 x 1200,60.0,intel,1.7,"70WHrs, 4S1P, 4-cell Li-ion",26990000.0,data/cellphones/detail_htmls\asus_71_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Tuf Gaming F15 Fx507zc4 Hn074w,asus,intel,Core I5,12500,2.5,8.0,ddr4,3200.0,1024.0,15.6,1920 x 1080,144.0,nvidia,2.2,"56WHrs, 4S1P, 4-cell Li-ion",25990000.0,data/cellphones/detail_htmls\asus_73_specs.html,RTX 3050,DISCRETE_GAMING
ASUS Vivobook 15 Oled A1505va Ma468w,asus,intel,Core I5,13500,2.6,16.0,ddr4,,512.0,15.6,2880 x 1620,120.0,intel,1.7,"50WHrs, 3S1P, 3-cell Li-ion",20990000.0,data/cellphones/detail_htmls\asus_76_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Vivoboook S 14 Oled S5406ma Pp046ws,asus,intel,Core Ultra 5,125,1.2,16.0,lpddr5x,,512.0,14.0,2880 x 1800,120.0,intel,1.3,"75WHrs, 4S1P, 4-cell Li-ion",26990000.0,data/cellphones/detail_htmls\asus_77_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Rog Strix G16 G614ju N3135w,asus,intel,Core I5,13450,2.4,16.0,ddr5,4800.0,1024.0,16.0,1920 x 1200,165.0,nvidia,2.5,"90WHrs, 4S1P, 4-cell Li-ion",33990000.0,data/cellphones/detail_htmls\asus_75_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Vivobook S 15 S5507qa Ma092ws Copilot X Plus,asus,qualcomm,Snapdragon X Lus,,3.4,16.0,lpddr5x,,512.0,15.6,2880 x 1620,120.0,qualcomm,1.42,"70WHrs, 3S1P, 3-cell Li-ion",26990000.0,data/cellphones/detail_htmls\asus_74_specs.html,QUALCOMM_ADRENO,INTEGRATED_ARM
ASUS Vivobook 15 Oled A1505va Ma469w,asus,intel,Core I9,13900,2.6,16.0,ddr4,,512.0,15.6,2880 x 1620,120.0,intel,1.7,"50WHrs, 3S1P, 3-cell Li-ion",24990000.0,data/cellphones/detail_htmls\asus_78_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Vivobook 15 Oled S5507qa Ma090ws,asus,qualcomm,Snapdragon X Lite,,3.4,32.0,lpddr5x,,1024.0,15.6,2880 x 1620,120.0,qualcomm,1.42,"70WHrs, 3S1P, 3-cell Li-ion",34990000.0,data/cellphones/detail_htmls\asus_79_specs.html,QUALCOMM_ADRENO,INTEGRATED_ARM
ASUS Rog Strix G16 G614ju N3480w,asus,intel,Core I5,13450,2.4,32.0,ddr5,4800.0,2048.0,16.0,1920 x 1200,165.0,nvidia,2.5,"90WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",37990000.0,data/cellphones/detail_htmls\asus_80_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Vivobook 16 M1607ka Mb091ws RYZEN Ai 7,asus,amd,Ryzen AI 7,350,2.0,16.0,ddr5,,512.0,16.0,1920 x 1200,60.0,amd,1.88,"42WHrs, 3S1P, 3-cell Li-ion",22990000.0,data/cellphones/detail_htmls\asus_81_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Gaming Vivobook K3605zf Rp634w,asus,intel,Core I5,12500,2.5,16.0,ddr4,,512.0,16.0,1920 x 1200,144.0,nvidia,1.8,"50WHrs, 3S1P, 3-cell Li-ion",20990000.0,data/cellphones/detail_htmls\asus_82_specs.html,RTX 2050,DISCRETE_GAMING
ASUS Vivoboook S 14 Oled S5406ma Pp198ws,asus,intel,Core Ultra 7,155,1.4,16.0,lpddr5x,,512.0,14.0,2880 x 1800,120.0,intel,1.3,"75WHrs, 4S1P, 4-cell Li-ion",29990000.0,data/cellphones/detail_htmls\asus_83_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Tuf Gaming F15 Fx506hf Hn078w,asus,intel,Core I5,11260,2.9,16.0,ddr4,3200.0,1024.0,15.6,1920 x 1080,144.0,nvidia,2.3,"48WHrs, 3S1P, 3-cell Li-ion",20990000.0,data/cellphones/detail_htmls\asus_84_specs.html,RTX 2050,DISCRETE_GAMING
ASUS Gaming Vivobook K3605zu Rp296w,asus,intel,Core I5,12500,2.5,16.0,ddr4,,512.0,16.0,1920 x 1200,144.0,nvidia,1.8,"70WHrs, 3S1P, 3-cell Li-ion",28490000.0,data/cellphones/detail_htmls\asus_85_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Vivobook S 14 Oled S5406ma Pp136w,asus,intel,Core Ultra 5,125,1.2,16.0,lpddr5x,,1024.0,14.0,2880 x 1800,120.0,intel,1.3,"75WHrs, 4S1P, 4-cell Li-ion",26990000.0,data/cellphones/detail_htmls\asus_86_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook 14 Oled A1405va Km257w,asus,intel,Core I5,13500,2.6,16.0,ddr4,,512.0,14.0,2880 x 1800,90.0,intel,1.6,"50WHrs, 3S1P, 3-cell Li-ion",20990000.0,data/cellphones/detail_htmls\asus_87_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Expertbook B1402cba Nk2669w,asus,intel,Core I5,1235,1.7,16.0,ddr4,,512.0,14.0,1920 x 1080,60.0,intel,1.49,"42WHrs, 3S1P, 3-cell Li-ion",19990000.0,data/cellphones/detail_htmls\asus_88_specs.html,INTEL_UHD,INTEGRATED
ASUS Vivobook 15 X1504za Nj517w,asus,intel,Core I5,1235,1.3,16.0,ddr4,,512.0,15.6,1920 x 1080,60.0,intel,1.7,"42WHrs, 3S1P, 3-cell Li-ion",16490000.0,data/cellphones/detail_htmls\asus_89_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Vivobook 15 Oled A1505va L1201w,asus,intel,Core I9,13900,2.6,16.0,ddr4,,512.0,15.6,1920 x 1080,60.0,intel,1.7,"50WHrs, 3S1P, 3-cell Li-ion",24990000.0,data/cellphones/detail_htmls\asus_92_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Vivobook 14 Oled A1405za Km264w,asus,intel,Core I5,12500,2.5,16.0,ddr4,,512.0,14.0,2880 x 1800,90.0,intel,1.6,"50WHrs, 3S1P, 3-cell Li-ion",17990000.0,data/cellphones/detail_htmls\asus_91_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Tuf Gaming A15 Fa507nu Lp140w,asus,amd,Ryzen5,7535,4.5,16.0,ddr5,4800.0,2048.0,15.6,1920 x 1080,144.0,nvidia,2.2,"90WHrs, 4S1P, 4-cell Li-ion",25990000.0,data/cellphones/detail_htmls\asus_94_specs.html,RTX 4050,DISCRETE_GAMING
ASUS Vivobook 15 X1504za Nj1039w,asus,intel,Core I7,1255,1.7,16.0,ddr4,,512.0,15.6,1920 x 1080,60.0,intel,1.7,"42WHrs, 3S1P, 3-cell Li-ion",17990000.0,data/cellphones/detail_htmls\asus_93_specs.html,INTEL_IRIS_XE,INTEGRATED
ASUS Rog Strix G16 G614jv N4156w,asus,intel,Core I7,13650,2.6,16.0,ddr5,4800.0,2048.0,16.0,2560x1600,240.0,nvidia,2.5,"90WHrs, 4S1P, 4-cell Li-ion",40990000.0,data/cellphones/detail_htmls\asus_97_specs.html,RTX 4060,DISCRETE_GAMING
ASUS Vivobook Flip 14 Tp470ea Ec346w,asus,intel,Core I3,1115,,4.0,lpddr4x,3200.0,512.0,14.0,1920 x 1080,,intel,1.5,3 Cells 42WHrs,16590000.0,data/cellphones/detail_htmls\asus_96_specs.html,INTEL_UHD,INTEGRATED
ASUS Tuf Gaming A15 Fa506nf Hn005w,asus,amd,Ryzen5,7535,3.3,8.0,ddr5,4800.0,512.0,15.6,1920 x 1080,144.0,nvidia,2.3,"48WHrs, 3S1P, 3-cell Li-ion",19990000.0,data/cellphones/detail_htmls\asus_95_specs.html,RTX 2050,DISCRETE_GAMING
ASUS Vivobook Pro M3401qa Km025w,asus,amd,Ryzen7,5800,,8.0,ddr4,3200.0,512.0,14.0,2880 x 1800,90.0,amd,1.45,3 Cells 63WHrs,18600000.0,data/cellphones/detail_htmls\asus_99_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Zenbook Duo Ux8406ma Pz307w,asus,intel,Core Ultra 7,155,1.4,16.0,lpddr5x,,512.0,14.0,2880 x 1800,120.0,intel,1.65,"75WHrs, 4S1P, 4-cell Li-ion",49990000.0,data/cellphones/detail_htmls\asus_98_specs.html,INTEL_GRAPHICS,INTEGRATED
ASUS Vivobook Pro M3401qa Km006w,asus,amd,Ryzen5,5600,,8.0,ddr4,3200.0,512.0,14.0,2880 x 1800,,amd,1.4,"3-cell Li-ion, 63 Wh",17800000.0,data/cellphones/detail_htmls\asus_101_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED
ASUS Expertbook B1 B1502cva Nj0149w,asus,intel,Core I3,1315,1.2,8.0,ddr4,,512.0,15.6,1920 x 1080,60.0,intel,1.69,"42WHrs, 3S1P, 3-cell Li-ion",12490000.0,data/cellphones/detail_htmls\asus_111_specs.html,INTEL_UHD,INTEGRATED
ASUS Rog Strix G16 G614ji N4125w,asus,intel,Core I7,13650,2.6,16.0,ddr5,4800.0,2048.0,16.0,2560 x 1600,240.0,nvidia,2.5,"90WHrs, 4S1P, 4-cell Li-ion",46990000.0,data/cellphones/detail_htmls\asus_119_specs.html,RTX 4070,DISCRETE_GAMING
ACER Aspire Lite 16 Gen 2 Al16 52p 572a,acer,intel,Core I5,1334,3.4,16.0,ddr5,4800.0,2048.0,16.0,1920 x 1200,60.0,intel,1.7,58Whr 3-cell 65W PD Type-C Adapter,14790000.0,data/cellphones/detail_htmls\acer_1_specs.html,INTEL_IRIS_XE,INTEGRATED
ACER Gaming Nitro Lite 16 Nl16 71g 71uj,acer,intel,Core I7,13620,3.6,16.0,ddr5,4800.0,2048.0,16.0,1920 x 1200,165.0,nvidia,1.95,53Wh 3-cell Li-ion battery 100W Type C adapter,23990000.0,data/cellphones/detail_htmls\acer_4_specs.html,RTX 3050,DISCRETE_GAMING
Gaming ACER Nitro V Anv15 51 57b2,acer,intel,Core I5,13420,4.6,16.0,ddr5,5200.0,2048.0,15.6,1920 x 1080,144.0,nvidia,2.1,"4 Cell, 57 Whr",26990000.0,data/cellphones/detail_htmls\acer_3_specs.html,RTX 4050,DISCRETE_GAMING
Gaming ACER Nitro V Anv15 41 R7ap,acer,amd,Ryzen5,7535,3.3,16.0,ddr5,4800.0,4096.0,15.6,1920 x 1080,180.0,nvidia,2.1,57Whr 4-cell Adapter: 135W AC adapter,22990000.0,data/cellphones/detail_htmls\acer_2_specs.html,RTX 2050,DISCRETE_GAMING
ACER Gaming Aspire 7 A715 59g 57tu,acer,intel,Core I5,12450,3.3,16.0,ddr4,3200.0,4096.0,15.6,1920 x 1080,144.0,nvidia,1.99,"Pin Li-ion 3 cell 54,8Wh Bộ đổi nguồn AC 150W",20490000.0,data/cellphones/detail_htmls\acer_0_specs.html,RTX 3050,DISCRETE_GAMING
ACER Aspire Go 15 Ag15 51p 3151,acer,intel,Core I3,1215,1.2,8.0,ddr5,5600.0,2048.0,15.3,1920 x 1200,60.0,intel,1.7,"53 Wh 3-cell, 65W PD PCR 50%, TCO 9.0 AC adapter",10990000.0,data/cellphones/detail_htmls\acer_6_specs.html,INTEL_UHD,INTEGRATED
