Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,saved_path,detail_specs_html_path
MSI Modern 14 F13mg 466vn I5 1334u,msi,Intel,Core I5,1334,4.6,16,DDR4,3200,512,14.0,1920x1080,60,Intel,1.5,46.8 Whr 65 W,14990000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-f13mg-466vn-i5-1334u,data/fpt/raw_htmls\msi_3.html,data/fpt/detail_htmls\msi_3_specs.html
MSI Gaming Thin 15 B13uc 3247vn I5 13420h,msi,Intel,Core I5,13420,4.6,16,DDR4,3200,512,15.6,1920x1080,144,Intel,1.86,52 Whr 120 W,20590000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-thin-15-b13uc-3247vn-i5-13420h,data/fpt/raw_htmls\msi_1.html,data/fpt/detail_htmls\msi_1_specs.html
MSI Gaming Katana 15 B13vfk 676vn I7 13620h,msi,Intel,Core I7,13620,4.9,16,DDR5,5200,1024,15.6,1920x1080,144,Intel,2.25,53.5 Wh 200 W,30390000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13vfk-676vn-i7-13620h,data/fpt/raw_htmls\msi_2.html,data/fpt/detail_htmls\msi_2_specs.html
MSI Gaming Katana 15 B13vek 2415vn,msi,Intel,Core I5,13420,4.6,24,DDR5,5200,512,15.6,1920x1080,144,Intel,2.25,53.5 Wh 200 W,25090000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13vek-2415vn,data/fpt/raw_htmls\msi_5.html,data/fpt/detail_htmls\msi_5_specs.html
MSI Gaming Katana 15 B13udxk 2213vn I5 13500h,msi,Intel,Core I5,13500,4.7,16,DDR5,5600,1024,15.6,1920x1080,144,NVIDIA,2.3,53.5 Whr 180 W,23490000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13udxk-2213vn-i5-13500h,data/fpt/raw_htmls\msi_6.html,data/fpt/detail_htmls\msi_6_specs.html
MSI Gaming Katana 15 B13udxk 2410vn I5 13420h,msi,Intel,Core I5,13420,4.6,16,DDR5,5200,512,15.6,1920x1080,144,Intel,2.25,53.5 Wh 180 W,22490000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13udxk-2410vn-i5-13420h,data/fpt/raw_htmls\msi_7.html,data/fpt/detail_htmls\msi_7_specs.html
MSI Gaming Katana 15 B13udxk 2412vn I5 13420h,msi,Intel,Core I5,13420,4.9,16,DDR5,5200,1024,15.6,1920x1080,144,Intel,2.25,53.5 Wh 200 W,22490000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13udxk-2412vn-i5-13420h,data/fpt/raw_htmls\msi_8.html,data/fpt/detail_htmls\msi_8_specs.html
MSI Gaming Thin 15 B13uc 2081vn I5 13420h,msi,Intel,Core I5,13420,4.6,16,DDR4,3200,512,15.6,1920x1080,144,Intel,1.86,52.4 Wh 120 W,20590000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-thin-15-b13uc-2081vn-i5-13420h,data/fpt/raw_htmls\msi_9.html,data/fpt/detail_htmls\msi_9_specs.html
MSI Gaming Katana 15 B13udxk 2411vn I7 13620h,msi,Intel,Core I7,13620,4.9,16,DDR5,5200,512,15.6,1920x1080,144,Intel,2.25,53.5 Wh 180 W,24490000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13udxk-2411vn-i7-13620h,data/fpt/raw_htmls\msi_10.html,data/fpt/detail_htmls\msi_10_specs.html
MSI Venture A16 Ai A3hmg 017vn RYZEN Ai 7 350,msi,AMD,Ryzen AI 7,350,4.6,16,DDR5,5600,512,16.0,2048x1280,120,AMD,1.9,75 WHrs 90 W,29390000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-venture-a16-ai-a3hmg-017vn-ryzen-ai-7-350,data/fpt/raw_htmls\msi_11.html,data/fpt/detail_htmls\msi_11_specs.html
MSI Modern 15 F13mg 666vn I5 1334u,msi,Intel,Core I5,1334,4.6,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,46.8 Whr 65 W,15190000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-f13mg-666vn-i5-1334u,data/fpt/raw_htmls\msi_13.html,data/fpt/detail_htmls\msi_13_specs.html
MSI Gaming Thin15 B13uc 2044vn I7 13620h,msi,Intel,Core I7,13620,4.9,16,DDR4,3200,512,15.6,1920x1200,144,NVIDIA,1.86,52.4 Wh 120 W,21090000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-thin15-b13uc-2044vn-i7-13620h,data/fpt/raw_htmls\msi_12.html,data/fpt/detail_htmls\msi_12_specs.html
MSI Gaming Katana 15 Hx B14wgk 023vn I7 14650hx,msi,Intel,Core I7,14650,5.2,16,DDR5,5600,1024,15.6,2560x1440,165,Intel,2.4,75 Wh 240 W,44990000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-hx-b14wgk-023vn-i7-14650hx,data/fpt/raw_htmls\msi_14.html,data/fpt/detail_htmls\msi_14_specs.html
MSI Gaming Cyborg 15 Ai A1vek 245vn Ultra 5 135h,msi,Intel,Core Ultra 5,,1.2,16,DDR5,,512,16.0,1920x1080,144,Intel,1.98,53.5 Wh,24990000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-cyborg-15-ai-a1vek-245vn-ultra-5-135h,data/fpt/raw_htmls\msi_15.html,data/fpt/detail_htmls\msi_15_specs.html
MSI Gaming Katana 15 Hx B14wfk 294vn I9 14900hx,msi,Intel,Core I9,14900,5.8,16,DDR5,5600,512,15.6,2560x1440,165,Intel,2.4,75 Wh 240 W,40990000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-hx-b14wfk-294vn-i9-14900hx,data/fpt/raw_htmls\msi_16.html,data/fpt/detail_htmls\msi_16_specs.html
MSI Gaming Katana 15 Hx B14wfk 267vn I7 14650hx,msi,Intel,Core I7,14650,5.2,32,DDR5,5600,512,15.6,2560x1440,165,Intel,2.4,75 Wh 240 W,40190000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-hx-b14wfk-267vn-i7-14650hx,data/fpt/raw_htmls\msi_17.html,data/fpt/detail_htmls\msi_17_specs.html
MSI Gaming Katana 15 Hx B14wek 286vn I5 14450hx,msi,Intel,Core I5,14450,4.8,16,DDR5,5600,512,15.6,2560x1440,165,Intel,2.4,75 Wh 240 W,33690000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-hx-b14wek-286vn-i5-14450hx,data/fpt/raw_htmls\msi_18.html,data/fpt/detail_htmls\msi_18_specs.html
MSI Gaming Katana 15 Hx B14wek 295vn I9 14900hx,msi,Intel,Core I9,14900,5.8,16,DDR5,5600,512,15.6,2560x1440,165,Intel,2.4,75 Wh 240 W,38490000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-hx-b14wek-295vn-i9-14900hx,data/fpt/raw_htmls\msi_19.html,data/fpt/detail_htmls\msi_19_specs.html
MSI Gaming Crosshair 16 Hx D2xwgkg 034vn U7 255hx,msi,Intel,Core Ultra 7,255,5.2,16,DDR5,6400,1024,16.0,2560x1600,240,Intel,2.5,90 WHrs 240 W,49990000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-crosshair-16-hx-d2xwgkg-034vn-u7-255hx,data/fpt/raw_htmls\msi_21.html,data/fpt/detail_htmls\msi_21_specs.html
MSI Gaming Vector 16 Hx Ai A2xwig 062vn U9 275hx,msi,Intel,Ultra 9,275,5.4,16,DDR5,5600,1024,16.0,2560x1600,240,NVIDIA,2.7,90 WHrs 330 W,70590000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-vector-16-hx-ai-a2xwig-062vn-u9-275hx,data/fpt/raw_htmls\msi_22.html,data/fpt/detail_htmls\msi_22_specs.html
MSI Gaming Crosshair 16 Hx D2xwfkg 036vn U7 255hx,msi,Intel,Core Ultra 7,255,5.2,16,DDR5,6400,1024,16.0,2560x1600,240,Intel,2.5,90 WHrs 240 W,44090000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-crosshair-16-hx-d2xwfkg-036vn-u7-255hx,data/fpt/raw_htmls\msi_20.html,data/fpt/detail_htmls\msi_20_specs.html
MSI Gaming Vector 16 Hx Ai A2xwhg 010vn,msi,Intel,Ultra 7,255,5.2,16,DDR5,6400,512,16.0,2560x1600,240,NVIDIA,2.7,90 WHrs 330 W,53890000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-gaming-vector-16-hx-ai-a2xwhg-010vn,data/fpt/raw_htmls\msi_23.html,data/fpt/detail_htmls\msi_23_specs.html
DELL 15 Dc15250 I7 1355u Cph997,dell,Intel,Core I7,1355,3.7,16,DDR4,2666,1024,15.6,1920x1080,120,Intel,1.65,3 Cell,22990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i7-1355u-cph997,data/fpt/raw_htmls\dell_2.html,data/fpt/detail_htmls\dell_2_specs.html
DELL 15 Dc15250 I5 1334u 71071928,dell,Intel,Core I5,1334,3.4,16,DDR4,2666,512,15.6,1920x1080,120,Intel,1.66,3 Cell,19590000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i5-1334u-71071928,data/fpt/raw_htmls\dell_3.html,data/fpt/detail_htmls\dell_3_specs.html
DELL Inspiron 15 3520 I5 1235u,dell,Intel,Core I5,1235,4.4,16,DDR4,2666,512,15.6,1920x1080,120,Intel,1.9,3 Cell 41 W,16690000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3520-i5-1235u,data/fpt/raw_htmls\dell_4.html,data/fpt/detail_htmls\dell_4_specs.html
DELL 15 Dc15255 R5 7530u Dc5r5802w1,dell,AMD,Ryzen 5,7530,4.5,16,DDR4,,512,15.6,1920x1080,120,AMD,1.63,,16990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15255-r5-7530u-dc5r5802w1,data/fpt/raw_htmls\dell_0.html,data/fpt/detail_htmls\dell_0_specs.html
DELL Latitude 3450 I5 1335u 16512w Umc,dell,Intel,Core I5,1335,4.6,16,DDR5,,512,14.0,1920x1080,60,Intel,1.5,3 Cell 65 W,19590000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-latitude-3450-i5-1335u-16512w-umc,data/fpt/raw_htmls\dell_1.html,data/fpt/detail_htmls\dell_1_specs.html
DELL 15 Dc15250 I7 1355u 71073959,dell,Intel,Core I7,1355,3.7,16,DDR4,2666,512,15.6,1920x1080,120,Intel,1.9,,21990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i7-1355u-71073959,data/fpt/raw_htmls\dell_5.html,data/fpt/detail_htmls\dell_5_specs.html
DELL Latitude 3450 I7 1355u 16512w,dell,Intel,Core I7,1355,4.6,16,DDR5,5200,512,14.0,1920x1080,60,Intel,1.5,3 Cell 65 W,25990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-latitude-3450-i7-1355u-16512w,data/fpt/raw_htmls\dell_9.html,data/fpt/detail_htmls\dell_9_specs.html
DELL Inspiron 15 3530 I5 1334un5i5530w1,dell,Intel,Core I5,1334,4.6,16,DDR4,2666,512,15.6,1920x1080,120,Intel,1.66,3 Cell 65 W,19590000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3530-i5-1334un5i5530w1,data/fpt/raw_htmls\dell_6.html,data/fpt/detail_htmls\dell_6_specs.html
DELL Inspiron 15 3530 I7 1355u P16wd,dell,Intel,Core I7,1355,5.0,16,DDR4,,1024,15.6,1920x1080,120,Intel,1.716,4 Cell,22990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3530-i7-1355u-p16wd,data/fpt/raw_htmls\dell_7.html,data/fpt/detail_htmls\dell_7_specs.html
DELL Inspiron 15 3530 I5 1334u I5u165w11slu,dell,Intel,Core I5,1334,4.6,16,DDR4,,512,15.6,1920x1200,120,Intel,1.66,,19590000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3530-i5-1334u-i5u165w11slu,data/fpt/raw_htmls\dell_8.html,data/fpt/detail_htmls\dell_8_specs.html
DELL Inspiron 15 3530 71053721,dell,Intel,Core I7,1355,5.0,16,DDR4,2666,512,15.6,1920x1080,60,Intel,1.66,4 Cell 54,21990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3530-71053721,data/fpt/raw_htmls\dell_10.html,data/fpt/detail_htmls\dell_10_specs.html
DELL Inspiron 14 5441 X1p 64 100 5mnk1,dell,Qualcomm,Oryon,1,3.4,16,DDR5,,512,14.0,1920x1200,60,,1.53,3 Cell,29390000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-14-5441-x1p-64-100-5mnk1,data/fpt/raw_htmls\dell_13.html,data/fpt/detail_htmls\dell_13_specs.html
DELL 15 Dc15250 I5 1334u Cph99,dell,Intel,Core I5,1334,3.4,16,DDR4,2666,512,15.6,1920x1080,120,Intel,1.66,3 Cell,19590000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i5-1334u-cph99,data/fpt/raw_htmls\dell_11.html,data/fpt/detail_htmls\dell_11_specs.html
DELL 15 Dc15255 R7 7730u X9ym41,dell,AMD,Ryzen 7,7730,4.5,16,DDR4,3200,1024,15.6,1920x1080,120,AMD,1.9,3 Cell,19990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15255-r7-7730u-x9ym41,data/fpt/raw_htmls\dell_14.html,data/fpt/detail_htmls\dell_14_specs.html
DELL Inspiron 15 3520 I5 1235u 71071952,dell,Intel,Core I5,1235,4.4,16,DDR4,,512,15.6,1920x1080,120,Intel,1.9,,16690000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3520-i5-1235u-71071952,data/fpt/raw_htmls\dell_12.html,data/fpt/detail_htmls\dell_12_specs.html
DELL Inspiron 15 N3530 I7 1355u N5i7305w1,dell,Intel,Core I7,1355,5.0,16,DDR4,,512,15.6,1920x1200,120,Intel,1.67,4 Cell,21990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-n3530-i7-1355u-n5i7305w1,data/fpt/raw_htmls\dell_15.html,data/fpt/detail_htmls\dell_15_specs.html
DELL Inspiron 15 3520 I5 1235u U165w11slu,dell,Intel,Core I5,1235,,16,DDR4,2666,512,15.6,1920x1200,120,Intel,1.9,3 Cell,16690000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3520-i5-1235u-u165w11slu,data/fpt/raw_htmls\dell_16.html,data/fpt/detail_htmls\dell_16_specs.html
DELL Inspiron 15 3530 I7 1355un3530 I7u161w11slu Bl,dell,Intel,Core I7,1355,5.0,16,DDR4,2666,512,15.6,1920x1080,120,Intel,1.66,4 Cell 54 W,21990000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3530-i7-1355un3530-i7u161w11slu-bl,data/fpt/raw_htmls\dell_17.html,data/fpt/detail_htmls\dell_17_specs.html
DELL Inspiron 15 3520 I5 1235u 71061229,dell,Intel,Core I5,1235,4.4,16,DDR4,2666,512,15.6,1920x1080,120,Intel,1.9,3 Cell 41 W,16690000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3520-i5-1235u-71061229,data/fpt/raw_htmls\dell_18.html,data/fpt/detail_htmls\dell_18_specs.html
DELL Inspiron N3520 I5 1235u I5 1235ui5u165w11blu Fp,dell,Intel,Core I5,1235,5.5,16,DDR4,,512,15.6,1920x1200,120,Intel,1.66,3 Cell,16690000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3520-i5-1235u-i5-1235ui5u165w11blu-fp,data/fpt/raw_htmls\dell_19.html,data/fpt/detail_htmls\dell_19_specs.html
DELL Inspiron 15 3520 I5 1235u I5u165w11blu Fp,dell,Intel,Core I5,1235,5.5,16,DDR4,,512,15.6,1920x1200,120,Intel,1.66,4 Cell,16690000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3520-i5-1235u-i5u165w11blu-fp,data/fpt/raw_htmls\dell_20.html,data/fpt/detail_htmls\dell_20_specs.html
DELL Inspiron 15 3520 I5 1235u 8d10nk,dell,Intel,Core I5,1235,4.4,16,DDR4,,512,15.6,1920x1080,120,Intel,1.643,3 Cell,16690000,https://www.fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-3520-i5-1235u-8d10nk,data/fpt/raw_htmls\dell_23.html,data/fpt/detail_htmls\dell_23_specs.html
