Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,saved_path,detail_specs_html_path
HP 14 Em0086au R5 7520u,hp,AMD,Ryzen 5,7520,4.3,16,LPDDR5,5500,512,14.0,1920x1080,60,AMD,1.4,3 Cell 45 W,14890000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-14-em0086au-r5-7520u,data/fpt/raw_htmls\hp_0.html,data/fpt/detail_htmls\hp_0_specs.html
HP 14 Ep0112tu I5 1335u,hp,Intel,Core I5,1335,3.4,16,DDR4,,512,14.0,1920x1080,,Intel,1.4,3 Cell 45 W,19190000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-14-ep0112tu-i5-1335u,data/fpt/raw_htmls\hp_5.html,data/fpt/detail_htmls\hp_5_specs.html
HP Gaming Victus 15 Fa2732tx I5 13420h B85lppa,hp,Intel,Core I5,13420,4.6,16,DDR4,3200,512,15.6,1920x1080,144,Intel,2.262,70.07 Wh 120 W,26090000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fa2732tx-i5-13420h-b85lppa,data/fpt/raw_htmls\hp_6.html,data/fpt/detail_htmls\hp_6_specs.html
HP 14 Ep0220tu I3 1315u B73vwpa,hp,Intel,Core I3,1315,4.5,8,DDR4,3200,512,14.0,1920x1080,60,Intel,1.38,3 Cell 45 W,13190000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-14-ep0220tu-i3-1315u-b73vwpa,data/fpt/raw_htmls\hp_7.html,data/fpt/detail_htmls\hp_7_specs.html
HP Gaming Victus 15 Fa2731tx I5 13420h B85lnpa,hp,Intel,Core I5,13420,4.6,16,DDR4,3200,512,15.6,1920x1080,144,Intel,2.185,52.5 Wh 120 W,24090000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fa2731tx-i5-13420h-b85lnpa,data/fpt/raw_htmls\hp_9.html,data/fpt/detail_htmls\hp_9_specs.html
HP Omnibook 5 Ai 16 Af1048tu Ultra 5 225u Bz7q9pa,hp,Intel,Core Ultra 5,225,4.8,16,LPDDR5X,7467,512,16.0,1920x1200,,Intel,1.734,3 Cell 65 W,23690000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa,data/fpt/raw_htmls\hp_10.html,data/fpt/detail_htmls\hp_10_specs.html
HP 15 Fd1289tu Ultra 7 155h C2cv8pa,hp,Intel,Core Ultra 7,155,4.8,16,DDR5,,512,15.6,1920x1080,60,Intel,1.65,3 Cell 65 W,22890000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-15-fd1289tu-ultra-7-155h-c2cv8pa,data/fpt/raw_htmls\hp_11.html,data/fpt/detail_htmls\hp_11_specs.html
HP Gaming Victus 15 Fb3116ax R7 7445hs Bx9c9pa,hp,AMD,Ryzen 7,7445,5.1,16,LPDDR5,5600,512,15.6,1920x1080,144,AMD,2.29,52.5 Wh 120 W,27990000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fb3116ax-r7-7445hs-bx9c9pa,data/fpt/raw_htmls\hp_8.html,data/fpt/detail_htmls\hp_8_specs.html
HP Envy X360 14 Fc0158tu Core Ultra 7 155u,hp,Intel,Core Ultra 7,155,0.7,16,LPDDR5,,512,14.0,2880x1800,120,Intel,1.39,59 Wh 65 W,33290000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-envy-x360-14-fc0158tu-core-ultra-7-155u,data/fpt/raw_htmls\hp_12.html,data/fpt/detail_htmls\hp_12_specs.html
HP Omnibook 5 Ai 16 Af1046tu Ultra 5 225u Bz7q8pa,hp,Intel,Core Ultra 5,225,4.8,16,LPDDR5X,7467,512,16.0,1920x1200,,Intel,1.734,3 Cell 65 W,24490000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-ai-16-af1046tu-ultra-5-225u-bz7q8pa,data/fpt/raw_htmls\hp_14.html,data/fpt/detail_htmls\hp_14_specs.html
HP 250r G10 Core 5 120u C3sh7at,hp,Intel,Core 5,120,5.0,16,DDR4,,512,15.6,1920x1080,,Intel,1.53,3 Cell 65 W,18590000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-250r-g10-core-5-120u-c3sh7at,data/fpt/raw_htmls\hp_16.html,data/fpt/detail_htmls\hp_16_specs.html
HP Gaming Victus 15 Fb3116ax R7 7445hs Bx8u4pa,hp,AMD,Ryzen 7,7445,5.1,16,LPDDR5,5600,512,15.6,1920x1080,144,AMD,2.29,52.5 Wh 120 W,25990000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fb3116ax-r7-7445hs-bx8u4pa,data/fpt/raw_htmls\hp_13.html,data/fpt/detail_htmls\hp_13_specs.html
HP 15 Fd0083tu I7 1355u,hp,Intel,Core I7,1355,1.7,16,,,512,15.6,1920x1080,60,,1.59,3 Cell,22090000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-15-fd0083tu-i7-1355u,data/fpt/raw_htmls\hp_15.html,data/fpt/detail_htmls\hp_15_specs.html
HP Omnibook 5 16 Ag1068au AMD Ai 5 340 Bz7t0pa,hp,AMD,Ryzen AI 5,340,4.8,16,LPDDR5,7500,512,16.0,1920x1200,,AMD,1.79,3 Cell 65 W,24790000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-16-ag1068au-amd-ai-5-340-bz7t0pa,data/fpt/raw_htmls\hp_17.html,data/fpt/detail_htmls\hp_17_specs.html
HP 15 Fd1060tu Core Ultra 7 155h,hp,Intel,Core Ultra 7,155,4.8,16,DDR5,,512,15.6,1920x1080,60,Intel,1.65,41 Cell 65 W,23990000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-15-fd1060tu-core-ultra-7-155h,data/fpt/raw_htmls\hp_18.html,data/fpt/detail_htmls\hp_18_specs.html
HP Omnibook 5 16 Ag1067au RYZEN Al 7 350 Bz7u5pa,hp,AMD,Ryzen AI 7,350,5.0,16,LPDDR5,7500,512,16.0,1920x1200,,AMD,1.79,3 Cell 65 W,26790000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-5-16-ag1067au-ryzen-al-7-350-bz7u5pa,data/fpt/raw_htmls\hp_21.html,data/fpt/detail_htmls\hp_21_specs.html
HP Probook 4 G1ah 14 R5 220,hp,AMD,Ryzen 5,,4.9,16,LPDDR5,5600,512,14.0,1920x1200,60,AMD,1.4,3 Cell 65 W,19190000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-probook-4-g1ah-14-r5-220,data/fpt/raw_htmls\hp_19.html,data/fpt/detail_htmls\hp_19_specs.html
HP Omnibook 7 14 Fr0033tu Ultra 5 225u C1mn2pa,hp,Intel,Core Ultra 5,225,4.8,16,LPDDR5,7467,512,14.0,1920x1200,,Intel,1.41,3 Cell 68 W,25190000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-14-fr0033tu-ultra-5-225u-c1mn2pa,data/fpt/raw_htmls\hp_20.html,data/fpt/detail_htmls\hp_20_specs.html
HP 15 Fd1058tu U7 155h 9z2x6pa,hp,Intel,Core Ultra 7,155,4.8,16,DDR5,,1024,15.6,1920x1080,60,Intel,1.65,41 Cell 65 W,25490000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-15-fd1058tu-u7-155h-9z2x6pa,data/fpt/raw_htmls\hp_23.html,data/fpt/detail_htmls\hp_23_specs.html
HP Omnibook 7 Aero 13 Bg1087au RYZEN Ai 5 340 Bz7s1pa,hp,AMD,Ryzen AI 5,340,4.8,16,LPDDR5,7200,512,13.3,1920x1200,,AMD,1.0,3 Cell 65 W,26490000,https://www.fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-aero-13-bg1087au-ryzen-ai-5-340-bz7s1pa,data/fpt/raw_htmls\hp_22.html,data/fpt/detail_htmls\hp_22_specs.html
LENOVO Ideapad Slim 3 15irh10 I5 13420h 83k1002pvn,lenovo,Intel,Core I5,13420,3.4,16,DDR5,4800,512,15.1,2560x1600,165,Intel,1.49,60 Wh 65 W,20490000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-15irh10-i5-13420h-83k1002pvn,data/fpt/raw_htmls\lenovo_2.html,data/fpt/detail_htmls\lenovo_2_specs.html
LENOVO Gaming Loq 15irx10 I7 13650hx 83je00pevn,lenovo,Intel,Core I7,13650,4.9,32,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.4,60 Wh 180 W,34990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15irx10-i7-13650hx-83je00pevn,data/fpt/raw_htmls\lenovo_4.html,data/fpt/detail_htmls\lenovo_4_specs.html
LENOVO V14 G4 Iru I3 1315u 83a000s4vn,lenovo,Intel,Core I3,1315,4.5,8,DDR4,3200,512,14.0,1920x1080,60,Intel,1.43,38 Wh 65 W,11590000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-v14-g4-iru-i3-1315u-83a000s4vn,data/fpt/raw_htmls\lenovo_0.html,data/fpt/detail_htmls\lenovo_0_specs.html
LENOVO Ideapad Slim 3 14irh10 83k00008vn,lenovo,Intel,Core I5,13420,4.6,16,DDR5,4800,512,14.0,1920x1280,60,Intel,1.43,60 Wh 65 W,16990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-14irh10-83k00008vn,data/fpt/raw_htmls\lenovo_1.html,data/fpt/detail_htmls\lenovo_1_specs.html
LENOVO Ideapad Slim 3 15irh10 83k1000jvn,lenovo,Intel,Core I7,13620,3.6,16,DDR5,4800,512,15.3,1920x1200,60,Intel,1.63,60 Wh 65 W,19990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-15irh10-83k1000jvn,data/fpt/raw_htmls\lenovo_3.html,data/fpt/detail_htmls\lenovo_3_specs.html
LENOVO Ideapad Slim 5 14akp10 RYZEN Ai 7 350 83hx001jvn,lenovo,AMD,Ryzen AI 7,350,5.0,32,DDR5,5600,1024,14.0,1920x1200,60,AMD,1.39,,27990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-5-14akp10-ryzen-ai-7-350-83hx001jvn,data/fpt/raw_htmls\lenovo_6.html,data/fpt/detail_htmls\lenovo_6_specs.html
LENOVO V15 G4 Iru I5 13420h 83a100pmvn,lenovo,Intel,Core I5,13420,3.4,16,DDR4,3200,512,15.6,1920x1080,,Intel,1.65,38 Wh 65 W,15990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-v15-g4-iru-i5-13420h-83a100pmvn,data/fpt/raw_htmls\lenovo_5.html,data/fpt/detail_htmls\lenovo_5_specs.html
LENOVO Ideapad Slim 3 15arp10 R5 7533hs 83k70019vn,lenovo,AMD,Ryzen 5,7533,4.5,24,DDR5,4800,512,15.3,1920x1200,60,AMD,1.69,60 Wh 65 W,16990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-15arp10-r5-7533hs-83k70019vn,data/fpt/raw_htmls\lenovo_7.html,data/fpt/detail_htmls\lenovo_7_specs.html
LENOVO Ideapad Slim 3 16irh10 83k20002vn,lenovo,Intel,Core I5,13420,3.4,16,DDR5,4800,512,16.0,1920x1200,60,Intel,1.73,60 Wh 65 W,16990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-16irh10-83k20002vn,data/fpt/raw_htmls\lenovo_8.html,data/fpt/detail_htmls\lenovo_8_specs.html
LENOVO Ideapad Slim 3 15abr8 82xm00mdvn,lenovo,AMD,Ryzen 5,5625,4.3,16,DDR4,3200,512,15.6,1920x1080,60,AMD,1.62,,14490000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-15abr8-82xm00mdvn,data/fpt/raw_htmls\lenovo_9.html,data/fpt/detail_htmls\lenovo_9_specs.html
LENOVO Gaming Loq 15arp9 R5 7235hs 83jc00lvvn,lenovo,AMD,Ryzen 5,7235,4.2,16,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.38,60 Wh 170 W,23490000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15arp9-r5-7235hs-83jc00lvvn,data/fpt/raw_htmls\lenovo_11.html,data/fpt/detail_htmls\lenovo_11_specs.html
LENOVO V15 G4 Iru I7 13620h 83a100rhvn,lenovo,Intel,Core I7,13620,3.6,16,DDR4,3200,512,15.6,1920x1080,,Intel,1.65,38 Wh 65 W,19090000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-v15-g4-iru-i7-13620h-83a100rhvn,data/fpt/raw_htmls\lenovo_10.html,data/fpt/detail_htmls\lenovo_10_specs.html
LENOVO Gaming Loq 15arp9 R5 7235hs 83jc00m3vn,lenovo,AMD,Ryzen 5,7235,4.2,16,DDR5,4800,1024,15.6,1920x1080,144,NVIDIA,2.38,60 Wh 170 W,24490000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15arp9-r5-7235hs-83jc00m3vn,data/fpt/raw_htmls\lenovo_12.html,data/fpt/detail_htmls\lenovo_12_specs.html
LENOVO Ideapad Slim 3 14irh10 83k00007vn,lenovo,Intel,Core I7,13620,4.9,16,DDR5,4800,512,14.0,1920x1280,60,Intel,1.43,60 Wh 65 W,19990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-14irh10-83k00007vn,data/fpt/raw_htmls\lenovo_13.html,data/fpt/detail_htmls\lenovo_13_specs.html
LENOVO Ideapad Slim 3 14irh10 83k0000avn,lenovo,Intel,Core I5,13420,4.6,24,DDR5,4800,512,14.0,1920x1280,60,Intel,1.43,60 Wh 65 W,17990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-14irh10-83k0000avn,data/fpt/raw_htmls\lenovo_14.html,data/fpt/detail_htmls\lenovo_14_specs.html
LENOVO Ideapad Slim 3 14irh10 I5 13420h 83k0000bvn,lenovo,Intel,Core I5,13420,3.4,16,DDR5,4800,512,14.0,1920x1280,60,Intel,1.33,60 Wh 65 W,19490000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-14irh10-i5-13420h-83k0000bvn,data/fpt/raw_htmls\lenovo_15.html,data/fpt/detail_htmls\lenovo_15_specs.html
LENOVO Gaming Loq E 15iax9e I5 12450hx 83lk0079vn,lenovo,Intel,Core I5,12450,3.1,16,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.77,,22090000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-e-15iax9e-i5-12450hx-83lk0079vn,data/fpt/raw_htmls\lenovo_16.html,data/fpt/detail_htmls\lenovo_16_specs.html
LENOVO Yoga Slim 7 14imh9 Core Ultra 7 155h 83cv00dkvn,lenovo,Intel,Core Ultra 7,155,4.8,32,LPDDR5,5600,1024,14.0,1920x1200,60,Intel,1.39,65 Wh 65 W,29990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-yoga-slim-7-14imh9-core-ultra-7-155h-83cv00dkvn,data/fpt/raw_htmls\lenovo_17.html,data/fpt/detail_htmls\lenovo_17_specs.html
LENOVO Thinkpad E14 Gen 7 U5 225u 21sx005nvn,lenovo,Intel,Core Ultra 5,225,4.8,16,DDR5,5600,512,14.0,1920x1200,60,Intel,1.34,48 Wh 65 W,24300000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-e14-gen-7-u5-225u-21sx005nvn,data/fpt/raw_htmls\lenovo_18.html,data/fpt/detail_htmls\lenovo_18_specs.html
LENOVO Ideapad Slim 3 15irh10 83k1000gvn,lenovo,Intel,Core I5,13420,4.6,24,DDR5,4800,512,15.3,1920x1200,60,Intel,1.63,60 Wh 65 W,17990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-15irh10-83k1000gvn,data/fpt/raw_htmls\lenovo_19.html,data/fpt/detail_htmls\lenovo_19_specs.html
LENOVO Thinkpad E14 Gen 7 Core 5 210h 21t90023vn,lenovo,Intel,Core 5,210,4.8,16,DDR5,5600,512,14.0,1920x1200,60,Intel,1.34,48 Wh 65 W,23400000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-e14-gen-7-core-5-210h-21t90023vn,data/fpt/raw_htmls\lenovo_22.html,data/fpt/detail_htmls\lenovo_22_specs.html
LENOVO V14 G5 Irl INTEL Core I5 13420h,lenovo,Intel,Core I5,13420,3.4,16,DDR5,5200,512,14.0,1920x1080,,Intel,1.37,47 Wh 65 W,16200000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-v14-g5-irl-intel-core-i5-13420h,data/fpt/raw_htmls\lenovo_21.html,data/fpt/detail_htmls\lenovo_21_specs.html
LENOVO Legion 5 15irx10 I7 13650hx 83ly00hrvn,lenovo,Intel,Core I7,13650,4.9,16,DDR5,,512,15.3,1920x1200,165,Intel,2.1,80 Wh 245 W,36990000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-legion-5-15irx10-i7-13650hx-83ly00hrvn,data/fpt/raw_htmls\lenovo_20.html,data/fpt/detail_htmls\lenovo_20_specs.html
LENOVO V15 G5 Irl INTEL Core I5 13420h,lenovo,Intel,Core I5,13420,3.4,16,DDR5,5200,512,15.6,1920x1080,,Intel,1.61,47 Wh 65 W,16400000,https://www.fptshop.com.vn/may-tinh-xach-tay/lenovo-v15-g5-irl-intel-core-i5-13420h,data/fpt/raw_htmls\lenovo_23.html,data/fpt/detail_htmls\lenovo_23_specs.html
ACER Aspire Go 14 Ai Ag14 71m 52lh Ultra5 115u,acer,Intel,Core Ultra 5,,4.2,16,DDR5,,512,14.0,1920x1200,60,Intel,1.47,,16990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-go-14-ai-ag14-71m-52lh-ultra5-115u,data/fpt/raw_htmls\acer_0.html,data/fpt/detail_htmls\acer_0_specs.html
ACER Aspire Lite 15 Al15 41p R3u5 R7 5700u,acer,AMD,Ryzen 7,5700,4.3,16,DDR4,,512,15.6,1920x1080,60,AMD,1.7,,12990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-15-al15-41p-r3u5-r7-5700u,data/fpt/raw_htmls\acer_1.html,data/fpt/detail_htmls\acer_1_specs.html
ACER Gaming Nitro V 15 Propanel Anv15 41 R9m1 R5 7535hs,acer,AMD,Ryzen 5,7535,4.55,16,DDR5,,512,15.6,1920x1080,180,AMD,2.1,,23990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-41-r9m1-r5-7535hs,data/fpt/raw_htmls\acer_2.html,data/fpt/detail_htmls\acer_2_specs.html
ACER Aspire Lite 16 Ai Al16 71p 71wu Ultra 7 155h,acer,Intel,Ultra 7,155,4.8,16,DDR5,5600,512,16.0,1920x1200,60,Intel,1.6,,20290000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-16-ai-al16-71p-71wu-ultra-7-155h,data/fpt/raw_htmls\acer_4.html,data/fpt/detail_htmls\acer_4_specs.html
ACER Aspire Lite 14 Al14 71m 52gq I5 12500h,acer,Intel,Core I5,12500,4.5,16,DDR5,,512,14.0,1920x1200,60,Intel,1.5,,15790000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-14-al14-71m-52gq-i5-12500h,data/fpt/raw_htmls\acer_3.html,data/fpt/detail_htmls\acer_3_specs.html
ACER Nitro V Gaming Anv15 41 R2up R5 6600h,acer,AMD,Ryzen 5,6600,3.3,16,DDR5,,512,15.6,1920x1080,165,NVIDIA,2.1,,18990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-nitro-v-gaming-anv15-41-r2up-r5-6600h,data/fpt/raw_htmls\acer_7.html,data/fpt/detail_htmls\acer_7_specs.html
ACER Swift Lite 14 Ai Sfl14 51m 56hs U5 125u,acer,Intel,Core Ultra 5,125,4.3,16,DDR5,,512,14.0,1920x1200,60,Intel,1.27,3 Cell,19690000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-swift-lite-14-ai-sfl14-51m-56hs-u5-125u,data/fpt/raw_htmls\acer_8.html,data/fpt/detail_htmls\acer_8_specs.html
ACER Aspire 7 Gaming A715 59g 57tu I5 12450h 16gb,acer,Intel,Core I5,12450,4.4,16,DDR4,,512,15.6,1920x1080,144,Intel,1.99,,20190000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-59g-57tu-i5-12450h-16gb,data/fpt/raw_htmls\acer_6.html,data/fpt/detail_htmls\acer_6_specs.html
ACER Aspire Lite 16 Ai Al16 71p 5674 Ultra 5 125h,acer,Intel,Ultra 5,125,4.5,16,DDR5,5600,512,16.0,1920x1200,60,Intel,1.6,,17290000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-16-ai-al16-71p-5674-ultra-5-125h,data/fpt/raw_htmls\acer_5.html,data/fpt/detail_htmls\acer_5_specs.html
ACER Gaming Nitro V 15 Anv15 41 R732 R5 6600h,acer,AMD,Ryzen 5,6600,4.5,16,DDR5,,512,15.6,1920x1080,165,NVIDIA,2.1,,24990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-anv15-41-r732-r5-6600h,data/fpt/raw_htmls\acer_9.html,data/fpt/detail_htmls\acer_9_specs.html
ACER Aspire Lite 14 Gen 2 Al14 52m 32kv,acer,Intel,Core I3,1305,4.5,8,DDR5,,256,14.0,1920x1200,60,,1.5,3 Cell,11290000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-14-gen-2-al14-52m-32kv,data/fpt/raw_htmls\acer_11.html,data/fpt/detail_htmls\acer_11_specs.html
ACER Aspire Lite 15 Al15 72p 7232 I7 13620h,acer,Intel,Core I7,13620,4.9,16,DDR5,,512,15.6,1920x1080,60,Intel,1.79,58 Wh 90 W,16990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-15-al15-72p-7232-i7-13620h,data/fpt/raw_htmls\acer_10.html,data/fpt/detail_htmls\acer_10_specs.html
ACER Aspire 7 Gaming A715 59g 73lb I7 12650h,acer,Intel,Core I7,12650,4.7,16,DDR4,,512,15.6,1920x1080,144,Intel,2.07,54.8 Wh 150 W,23690000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-59g-73lb-i7-12650h,data/fpt/raw_htmls\acer_12.html,data/fpt/detail_htmls\acer_12_specs.html
ACER Gaming Nitro V 15 Propanel Anv15 52 72bm I7 13620h,acer,Intel,Core I7,13620,4.9,16,DDR4,,512,15.6,1920x1080,180,Intel,2.1,,31490000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-52-72bm-i7-13620h,data/fpt/raw_htmls\acer_13.html,data/fpt/detail_htmls\acer_13_specs.html
ACER Aspire 5 A515 58m 951t I9 13900h,acer,Intel,Core I9,13900,5.4,16,DDR5,3200,512,15.6,1920x1080,60,Intel,1.7,,23590000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-5-a515-58m-951t-i9-13900h,data/fpt/raw_htmls\acer_15.html,data/fpt/detail_htmls\acer_15_specs.html
ACER Aspire Lite 16 Al16 51p 72s2 I7 1255u,acer,Intel,Core I7,1255,4.7,16,DDR5,,512,16.0,1920x1200,60,Intel,1.8,3 Cell,16690000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-16-al16-51p-72s2-i7-1255u,data/fpt/raw_htmls\acer_16.html,data/fpt/detail_htmls\acer_16_specs.html
ACER Gaming Nitro V 15 Propanel Anv15 41 R7ap R5 7535hs,acer,AMD,Ryzen 5,7535,0.0,16,DDR5,,512,15.6,1920x1200,180,AMD,2.1,,22990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-41-r7ap-r5-7535hs,data/fpt/raw_htmls\acer_18.html,data/fpt/detail_htmls\acer_18_specs.html
ACER Aspire Lite 14 Al14 52m 52uu I5 1335u,acer,Intel,Core I5,1335,4.6,16,DDR5,,512,14.0,2240x1400,60,Intel,1.5,,16490000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-14-al14-52m-52uu-i5-1335u,data/fpt/raw_htmls\acer_14.html,data/fpt/detail_htmls\acer_14_specs.html
ACER Aspire Lite 16 Gen 2 Al16 52p 572a I5 1334u,acer,Intel,Core I5,1334,4.6,16,DDR5,,512,16.0,1920x1200,60,Intel,1.7,,14990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-16-gen-2-al16-52p-572a-i5-1334u,data/fpt/raw_htmls\acer_17.html,data/fpt/detail_htmls\acer_17_specs.html
ACER Gaming Nitro V 15 Propanel Anv15 41 R7cr R5 7535hs,acer,AMD,Ryzen 5,7735,4.55,16,DDR5,,512,15.6,1920x1080,180,AMD,2.1,57 Wh 135 W,26990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-41-r7cr-r5-7535hs,data/fpt/raw_htmls\acer_19.html,data/fpt/detail_htmls\acer_19_specs.html
ACER Swift Go 14 Ai Sfg14 75 5264 Ultra 5 226v,acer,Intel,Core Ultra 5,226,4.5,16,LPDDR5X,,512,14.0,1920x1200,60,Intel,1.24,,23990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-swift-go-14-ai-sfg14-75-5264-ultra-5-226v,data/fpt/raw_htmls\acer_20.html,data/fpt/detail_htmls\acer_20_specs.html
ACER Gaming Nitro V 15 Propanel Anv15 41 R0y4 R7 7735hs,acer,AMD,Ryzen 7,7735,4.75,16,DDR5,,512,15.6,1920x1080,180,AMD,2.1,57 Wh 135 W,28990000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-41-r0y4-r7-7735hs,data/fpt/raw_htmls\acer_21.html,data/fpt/detail_htmls\acer_21_specs.html
ACER Aspire 7 A715 76 728x I7 12650h,acer,Intel,Core I7,12650,3.5,16,DDR4,,512,15.6,1920x1080,60,,2.1,,20190000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-a715-76-728x-i7-12650h,data/fpt/raw_htmls\acer_22.html,data/fpt/detail_htmls\acer_22_specs.html
ACER Swift Lite 14 Ai Sfl14 51m 78xz U7 155u,acer,Intel,Core Ultra 7,155,3.8,16,DDR5,,512,14.0,1920x1200,60,Intel,1.27,3 Cell,22590000,https://www.fptshop.com.vn/may-tinh-xach-tay/acer-swift-lite-14-ai-sfl14-51m-78xz-u7-155u,data/fpt/raw_htmls\acer_23.html,data/fpt/detail_htmls\acer_23_specs.html
MSI Venture A15 Ai A2hmg 003vn R7 260,msi,AMD,Ryzen 7,260,5.1,16,DDR5,5600,512,15.6,1920x1080,144,AMD,1.9,55.2 WHrs 90 W,22490000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-venture-a15-ai-a2hmg-003vn-r7-260,data/fpt/raw_htmls\msi_0.html,data/fpt/detail_htmls\msi_0_specs.html
MSI Modern 15 H Ai C2hmg 220vn Ultra 7 255h,msi,Intel,Ultra 7,255,5.1,16,DDR5,5600,512,15.6,1920x1080,60,Intel,1.9,39.3 Whr 90 W,22490000,https://www.fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-h-ai-c2hmg-220vn-ultra-7-255h,data/fpt/raw_htmls\msi_4.html,data/fpt/detail_htmls\msi_4_specs.html
